,gene_name,accession,old_locus_tag,start,end,strand,gene_product,COG,uniprot,operon,regulator,in_iM,y_ome
b4075,nrfF,U00096.3,,4293163,4293546,+,putative formate-dependent nitrite reductase complex subunit NrfF,Inorganic ion transport and metabolism,P32711,Op3983,"RpoD,FlhDC,IHF,NsrR,NarL,NarP,Fis,Fnr,Nac",False,True
b4076,nrfG,U00096.3,,4293543,4294139,+,putative formate-dependent nitrite reductase complex subunit NrfG,"Post-translational modification, protein turnover, and chaperones",P32712,Op3984,"RpoD,FlhDC,IHF,NsrR,NarL,NarP,Fis,Fnr,Nac",False,True
b4077,gltP,U00096.3,,4294481,4295794,+,glutamate/aspartate : H(+) symporter GltP,Energy production and conversion,P21345,Op3985,"YidZ,YdcI,ArgR,Lrp,Nac",False,False
b4078,yjcO,U00096.3,,4296436,4297125,-,Sel1 repeat-containing protein YjcO,Function unknown,P0AF56,Op3986,Nac,False,True
b4079,fdhF,U00096.3,,4297219,4299366,-,formate dehydrogenase H,Energy production and conversion,P07658,Op3987,"YeiE,RpoN,Fnr,NarP,NarL,FhlA",True,False
b4080,mdtP,U00096.3,,4299564,4301030,-,putative multidrug efflux pump outer membrane channel,Cell wall/membrane/envelope biogenesis,P32714,Op3988,,True,False
b4081,mdtO,U00096.3,,4301027,4303078,-,putative multidrug efflux pump subunit MdtO,"Intracellular trafficking, secretion, and vesicular transport",P32715,Op3989,,False,False
b4082,mdtN,U00096.3,,4303078,4304109,-,putative multidrug efflux pump membrane fusion protein,Defense mechanisms,P32716,Op3990,YidZ,False,False
b4622,ytcA,U00096.3,,4304128,4304403,-,putative lipoprotein YtcA,Function unknown,A5A630,Op3991,,False,True
b4083,yjcS,U00096.3,,4304612,4306597,-,linear primary-alkylsulfatase,"Secondary metabolites biosynthesis, transport, and catabolism",P32717,Op3992,FliA,False,False
b4084,alsK,U00096.3,,4306870,4307799,-,D-allose kinase,Nucleotide transport and metabolism,P32718,Op3993,YdcN,False,False
b4085,alsE,U00096.3,,4307783,4308478,-,D-allulose-6-phosphate 3-epimerase,Carbohydrate transport and metabolism,P32719,Op3994,"RpoD,AlsR",False,False
b4086,alsC,U00096.3,,4308489,4309469,-,D-allose ABC transporter membrane subunit,Carbohydrate transport and metabolism,P32720,Op3995,"RpoD,AlsR",False,False
b4087,alsA,U00096.3,,4309448,4310980,-,D-allose ABC transporter ATP binding subunit,Inorganic ion transport and metabolism,P32721,Op3996,"RpoD,AlsR",False,False
b4088,alsB,U00096.3,,4311107,4312042,-,D-allose ABC transporter periplasmic binding protein,Carbohydrate transport and metabolism,P39265,Op3997,"RpoD,YcjW,YidZ,AlsR",False,False
b4089,alsR,U00096.3,,4312101,4312991,-,DNA-binding transcriptional repressor AlsR,Transcription,P0ACS7,Op3998,"RpoD,AlsR",False,False
b4090,rpiB,U00096.3,,4313350,4313799,+,allose-6-phosphate isomerase/ribose-5-phosphate isomerase B,Carbohydrate transport and metabolism,P37351,Op3999,"RpoD,AlsR,Lrp,GlaR",False,False
b4487,yjdP,U00096.3,,4313868,4314197,+,protein YjdP,No COG annotation,Q6BEX5,Op4000,GlaR,False,True
b4092,phnP,U00096.3,,4314344,4315102,-,5-phospho-alpha-D-ribosyl 1%2C2-cyclic phosphate phosphodiesterase,Function unknown,P16692,Op4001,"RpoD,PhoB",False,False
b4093,phnO,U00096.3,,4315104,4315538,-,aminoalkylphosphonate N-acetyltransferase,Transcription,P16691,Op4002,"RpoD,PhoB",False,False
b4094,phnN,U00096.3,,4315525,4316082,-,ribose 1%2C5-bisphosphate phosphokinase,Nucleotide transport and metabolism,P16690,Op4003,"RpoD,PhoB",True,False
b4095,phnM,U00096.3,,4316082,4317218,-,RPnTP hydrolase,Inorganic ion transport and metabolism,P16689,Op4004,"RpoD,PhoB",True,False
b4096,phnL,U00096.3,,4317215,4317895,-,methylphosphonate degradation complex subunit PhnL,Inorganic ion transport and metabolism,P16679,Op4005,"RpoD,PhoB",True,False
b4097,phnK,U00096.3,,4318006,4318764,-,carbon-phosphorus lyase subunit PhnK,Inorganic ion transport and metabolism,P16678,Op4006,"RpoD,PhoB",True,True
b4098,phnJ,U00096.3,,4318761,4319606,-,carbon-phosphorus lyase core complex subunit PhnJ,Coenzyme transport and metabolism,P16688,Op4007,"RpoD,PhoB",True,False
b4099,phnI,U00096.3,,4319599,4320663,-,carbon-phosphorus lyase core complex subunit PhnI,Inorganic ion transport and metabolism,P16687,Op4008,"RpoD,PhoB",True,False
b4100,phnH,U00096.3,,4320663,4321247,-,carbon-phosphorus lyase core complex subunit PhnH,Inorganic ion transport and metabolism,P16686,Op4009,"RpoD,PhoB",True,False
b4101,phnG,U00096.3,,4321244,4321696,-,carbon-phosphorus lyase core complex subunit PhnG,Inorganic ion transport and metabolism,P16685,Op4010,"RpoD,PhoB",True,False
b4102,phnF,U00096.3,,4321697,4322422,-,putative transcriptional regulator PhnF,Transcription,P16684,Op4011,"RpoD,PhoB",True,True
b4105,phnD,U00096.3,,4323336,4324352,-,phosphonate/phosphate ABC transporter periplasmic binding protein,Inorganic ion transport and metabolism,P16682,Op4012,"RpoD,PhoB",True,False
b4106,phnC,U00096.3,,4324377,4325165,-,phosphonate/phosphate ABC transporter ATP binding subunit,Inorganic ion transport and metabolism,P16677,Op4013,"RpoD,PhoB",True,False
b4107,yjdN,U00096.3,,4325298,4325741,-,PF06983 family protein YjdN,Function unknown,P16681,Op4014,,True,True
b4108,yjdM,U00096.3,,4326399,4326734,-,zinc ribbon domain-containing protein YjdM,Inorganic ion transport and metabolism,P0AFJ1,Op4015,,False,True
b4109,rdcA,U00096.3,,4327135,4329363,+,regulator of diguanylate cyclase RdcA,Function unknown,P0DM85,Op4016,"YciT,FliA,Lrp,FliA",True,False
b4110,rdcB,U00096.3,,4329360,4330238,+,regulator of diguanylate cyclase RdcB,Function unknown,P39267,Op4017,"FliA,FliA",True,True
b4111,proP,U00096.3,,4330502,4332004,+,osmolyte:H(+) symporter ProP,Amino acid transport and metabolism,P0C0L7,Op4018,"RpoD,YidZ,YebK,YhjC,YedW,RpoS,Crp,Fis,Lrp",False,False
b4703,pmrR,U00096.3,,4332116,4332205,+,small regulatory membrane protein PmrR,No COG annotation,G3MTW7,Op4019,,True,False
b4112,basS,U00096.3,,4332181,4333272,-,sensor histidine kinase BasS,Signal transduction mechanisms,P30844,Op4020,,False,False
b4113,basR,U00096.3,,4333282,4333950,-,DNA-binding transcriptional dual regulator BasR,Transcription,P30843,Op4021,,False,False
b4114,eptA,U00096.3,,4333947,4335590,-,phosphoethanolamine transferase EptA,Function unknown,P30845,Op4022,"Nac,BasR",True,False
b4115,adiC,U00096.3,,4335694,4337031,-,arginine:agmatine antiporter,Amino acid transport and metabolism,P60061,Op4023,"PhoB,RpoH,GadE-RcsB",False,False
b4116,adiY,U00096.3,,4337168,4337929,-,DNA-binding transcriptional activator AdiY,Transcription,P33234,Op4024,"YieP,H-NS,sgrS",True,False
b4117,adiA,U00096.3,,4338254,4340521,-,arginine decarboxylase%2C degradative,Amino acid transport and metabolism,P28629,Op4025,"RpoD,H-NS,AdiY,IHF",False,False
b4118,melR,U00096.3,,4340720,4341628,-,DNA-binding transcriptional dual regulator MelR,Transcription,P0ACH8,Op4026,"RpoD,Crp,MelR",False,False
b4119,melA,U00096.3,,4341911,4343266,+,alpha-galactosidase,Carbohydrate transport and metabolism,P06720,Op4027,"RpoD,Crp,MelR",True,False
b4120,melB,U00096.3,,4343369,4344790,+,melibiose:H(+)/Na(+)/Li(+) symporter,Inorganic ion transport and metabolism,P02921,Op4028,"RpoD,Crp,MelR",True,False
b4121,yjdF,U00096.3,,4344929,4345558,-,DUF2238 domain-containing inner membrane protein YjdF,Function unknown,P39270,Op4029,ppGpp,False,True
b4122,fumB,U00096.3,,4345680,4347326,-,fumarase B,Energy production and conversion,P14407,Op4030,"RpoD,Fur,Fis,Fnr,ArcA,Crp,NarL,DcuR",True,False
b4123,dcuB,U00096.3,,4347404,4348744,-,anaerobic C4-dicarboxylate transporter DcuB,Function unknown,P0ABN9,Op4031,"RpoD,YidZ,Fnr,NarL,Crp,DcuR,ArcA",True,False
b4124,dcuR,U00096.3,,4349315,4350034,-,DNA-binding transcriptional activator DcuR,Transcription,P0AD01,Op4032,"RpoD,YeiE,Fnr,Crp,NarL",False,False
b4125,dcuS,U00096.3,,4350031,4351662,-,sensor histidine kinase DcuS,Signal transduction mechanisms,P0AEC8,Op4033,"RpoD,YeiE,Fnr,NarL",False,False
b4126,yjdI,U00096.3,,4351843,4352073,+,PF06902 family protein YjdI,Function unknown,P0AF59,Op4034,,True,True
b4127,yjdJ,U00096.3,,4352085,4352357,+,putative N-acetyltransferase YjdJ,Function unknown,P39274,Op4035,,True,True
b4128,ghoS,U00096.3,,4352584,4352880,+,antitoxin of the GhoTS toxin-antitoxin system,No COG annotation,P0AF61,Op4036,,True,False
b4559,ghoT,U00096.3,,4352908,4353081,+,toxin of the GhoTS toxin-antitoxin system,Function unknown,P64646,Op4037,,True,False
b4129,lysU,U00096.3,,4353200,4354717,-,lysine--tRNA ligase/Ap4A synthetase/Ap3A synthetase,"Translation, ribosomal structure and biogenesis",P0A8N5,Op4038,"RpoD,YeiE,Lrp,Nac",False,False
b4130,dtpC,U00096.3,,4354954,4356411,-,dipeptide/tripeptide:H(+) symporter DtpC,Amino acid transport and metabolism,P39276,Op4039,,False,False
b4131,cadA,U00096.3,,4356470,4358617,-,lysine decarboxylase 1,Amino acid transport and metabolism,P0A9H3,Op4040,"RpoD,GadX,ArcA,CadC,Lrp,OmpR,H-NS,GadE-RcsB,ppGpp",True,False
b4132,cadB,U00096.3,,4358697,4360031,-,lysine:cadaverine antiporter,Amino acid transport and metabolism,P0AAE8,Op4041,"RpoD,YfeD,GadX,ArcA,CadC,Lrp,OmpR,H-NS,GadE-RcsB",True,False
b4133,cadC,U00096.3,,4360396,4361934,-,DNA-binding transcriptional activator CadC,Transcription,P23890,Op4042,"RpoD,YcjW,LeuO,Fnr,CadC,MlrA,OmpR,H-NS,GlaR",False,False
b4135,yjdC,U00096.3,,4362733,4363308,-,putative DNA-binding transcriptional regulator YjdC,Transcription,P0ACU7,Op4043,"YdcN,ppGpp",False,True
b4136,dsbD,U00096.3,,4363345,4365042,-,thiol-disulfide exchange protein DsbD,Energy production and conversion,P36655,Op4044,,False,False
b4137,cutA,U00096.3,,4365018,4365356,-,copper binding protein CutA,Inorganic ion transport and metabolism,P69488,Op4045,"RpoD,ppGpp",False,False
b4138,dcuA,U00096.3,,4365472,4366773,-,C4-dicarboxylate transporter DcuA,Function unknown,P0ABN5,Op4046,"RpoD,Fnr,Crp,NarL,DcuR,ArcA",False,False
b4139,aspA,U00096.3,,4366891,4368327,-,aspartate ammonia-lyase,Amino acid transport and metabolism,P0AC38,Op4047,"RpoD,Fnr,Crp,NarL,DcuR,Lrp",False,False
b4140,fxsA,U00096.3,,4368664,4369140,+,protein FxsA,Function unknown,P37147,Op4048,"RpoH,Lrp",True,True
b4141,yjeH,U00096.3,,4369156,4370412,-,L-methionine/branched chain amino acid exporter,Amino acid transport and metabolism,P39277,Op4049,"Lrp,Nac",False,False
b4142,groS,U00096.3,,4370688,4370981,+,cochaperonin GroES,"Post-translational modification, protein turnover, and chaperones",P0A6F9,Op4050,"RpoD,RpoH,gcvB,Lrp,Nac",True,False
b4143,groL,U00096.3,,4371025,4372671,+,chaperonin GroEL,"Post-translational modification, protein turnover, and chaperones",P0A6F5,Op4051,"RpoD,RpoH,Lrp",True,False
b4144,yjeI,U00096.3,,4372809,4373162,+,DUF4156 domain-containing lipoprotein YjeI,Function unknown,P0AF70,Op4052,"YidZ,ppGpp",False,True
b4145,yjeJ,U00096.3,,4373365,4374234,-,protein YjeJ,Function unknown,P39279,Op4053,"YidZ,Nac",False,True
b4146,epmB,U00096.3,,4374629,4375657,-,lysine 2%2C3-aminomutase,Energy production and conversion,P39280,Op4054,,False,False
b4147,efp,U00096.3,,4375699,4376265,+,protein chain elongation factor EF-P,"Translation, ribosomal structure and biogenesis",P0A6N4,Op4055,"RpoD,ppGpp",False,False
b4410,ecnA,U00096.3,,4376317,4376442,+,entericidin A lipoprotein%2C antidote to entericidin B,Function unknown,P0ADB4,Op4056,Nac,False,False
b4411,ecnB,U00096.3,,4376553,4376699,+,bacteriolytic entericidin B lipoprotein,Function unknown,P0ADB7,Op4057,"OmpR,YbaQ,RpoS,Nac,ppGpp,micA",True,False
b4148,gdx,U00096.3,,4376875,4377192,+,guanidinium exporter,"Intracellular trafficking, secretion, and vesicular transport",P69937,Op4058,Guanidinium,False,False
b4149,blc,U00096.3,,4377189,4377722,-,outer membrane lipoprotein Blc,Cell wall/membrane/envelope biogenesis,P0A901,Op4059,"RpoS,Nac,ppGpp",True,True
b4150,ampC,U00096.3,,4377811,4378944,-,beta-lactamase,Defense mechanisms,P00811,Op4060,"RpoD,BolA",False,False
b4151,frdD,U00096.3,,4379007,4379366,-,fumarate reductase membrane protein FrdD,Energy production and conversion,P0A8Q3,Op4061,"RpoD,RpoS,Fnr,NarL,DcuR",True,False
b4152,frdC,U00096.3,,4379377,4379772,-,fumarate reductase membrane protein FrdC,Energy production and conversion,P0A8Q0,Op4062,"RpoD,RpoS,Fnr,NarL,DcuR",True,False
b4153,frdB,U00096.3,,4379783,4380517,-,fumarate reductase iron-sulfur protein,Energy production and conversion,P0AC47,Op4063,"RpoD,RpoS,Fnr,NarL,DcuR,Lrp",True,False
b4154,frdA,U00096.3,,4380510,4382318,-,fumarate reductase flavoprotein subunit,Energy production and conversion,P00363,Op4064,"RpoD,ryhB,RpoS,Fnr,NarL,DcuR,Lrp",True,False
b4155,epmA,U00096.3,,4382643,4383620,+,EF-P-lysine lysyltransferase,"Translation, ribosomal structure and biogenesis",P0A8N7,Op4065,ppGpp,False,False
b4156,yjeM,U00096.3,,4383839,4385341,+,putative transporter YjeM,Inorganic ion transport and metabolism,P39282,Op4066,"ppGpp,Lrp,Nac",False,True
b4157,yjeN,U00096.3,,4385393,4385707,+,uncharacterized protein YjeN,No COG annotation,P39283,Op4067,,False,True
b4158,yjeO,U00096.3,,4385704,4386018,+,DUF2645 domain-containing inner membrane protein YjeO,Function unknown,P39284,Op4068,,False,True
b4159,mscM,U00096.3,,4386047,4389370,-,miniconductance mechanosensitive channel MscM,Cell wall/membrane/envelope biogenesis,P39285,Op4069,"RpoE,CpxR",False,False
b4160,psd,U00096.3,,4389392,4390360,-,phosphatidylserine decarboxylase proenzyme,Lipid transport and metabolism,P0A8K1,Op4070,"RpoE,CpxR",False,False
b4161,rsgA,U00096.3,,4390457,4391509,-,ribosome small subunit-dependent GTPase A,"Translation, ribosomal structure and biogenesis",P39286,Op4071,GlaR,False,False
b4162,orn,U00096.3,,4391604,4392149,+,oligoribonuclease,RNA processing and modification,P0A784,Op4072,GlaR,False,False
b4670,yjeV,U00096.3,,4392892,4392945,+,uncharacterized protein YjeV,No COG annotation,C1P621,Op4073,"RpoD,DnaA",False,False
b4166,queG,U00096.3,,4392928,4394067,-,epoxyqueuosine reductase,Energy production and conversion,P39288,Op4074,,False,False
b4167,nnr,U00096.3,,4394066,4395613,+,NAD(P)HX epimerase/NAD(P)HX dehydratase,Coenzyme transport and metabolism,P31806,Op4075,RpoD,False,False
b4168,tsaE,U00096.3,,4395585,4396046,+,N(6)-L-threonylcarbamoyladenine synthase%2C TsaE subunit,Function unknown,P0AF67,Op4076,RpoD,False,False
b4169,amiB,U00096.3,,4396065,4397402,+,N-acetylmuramoyl-L-alanine amidase B,Cell wall/membrane/envelope biogenesis,P26365,Op4077,"RpoD,YbaQ,Nac",False,False
b4170,mutL,U00096.3,,4397412,4399259,+,DNA mismatch repair protein MutL,"Replication, recombination and repair",P23367,Op4078,"RpoD,YidZ,RpoH",True,False
b4171,miaA,U00096.3,,4399252,4400202,+,tRNA dimethylallyltransferase,"Translation, ribosomal structure and biogenesis",P16384,Op4079,"RpoD,RpoH",False,False
b4172,hfq,U00096.3,,4400288,4400596,+,RNA-binding protein Hfq,"Translation, ribosomal structure and biogenesis",P0A6X3,Op4080,"RpoD,RpoH,Crp,Nac",False,False
b4173,hflX,U00096.3,,4400672,4401952,+,ribosome rescue factor HflX,"Translation, ribosomal structure and biogenesis",P25519,Op4081,"RpoD,RpoH,Crp",False,False
b4174,hflK,U00096.3,,4402038,4403297,+,regulator of FtsH protease,"Post-translational modification, protein turnover, and chaperones",P0ABC7,Op4082,"RpoD,RpoH,Crp",False,False
b4175,hflC,U00096.3,,4403300,4404304,+,regulator of FtsH protease,"Post-translational modification, protein turnover, and chaperones",P0ABC3,Op4083,"RpoD,RpoH,Crp",False,False
b4176,yjeT,U00096.3,,4404386,4404583,+,DUF2065 domain-containing protein YjeT,Function unknown,P0AF73,Op4084,,False,True
b4177,purA,U00096.3,,4404687,4405985,+,adenylosuccinate synthetase,Nucleotide transport and metabolism,P0A7D4,Op4085,"RpoD,YebK,YhjC,GadE,MarA,PurR",False,False
b4178,nsrR,U00096.3,,4406190,4406615,+,DNA-binding transcriptional regulator NsrR,Transcription,P0AF63,Op4086,,False,False
b4179,rnr,U00096.3,,4406654,4409095,+,RNase R,"Translation, ribosomal structure and biogenesis",P21499,Op4087,Lrp,False,False
b4180,rlmB,U00096.3,,4409275,4410006,+,23S rRNA 2'-O-ribose G2251 methyltransferase,"Translation, ribosomal structure and biogenesis",P63177,Op4088,,False,False
b4181,yjfI,U00096.3,,4410133,4410534,+,DUF2170 domain-containing protein YjfI,Function unknown,P0AF76,Op4089,,False,True
b4182,yjfJ,U00096.3,,4410553,4411251,+,PspA family protein YjfJ,Transcription,P0AF78,Op4090,YidZ,False,True
b4183,yjfK,U00096.3,,4411302,4411961,+,DUF2491 domain-containing protein YjfK,Function unknown,P39293,Op4091,YidZ,False,True
b4184,yjfL,U00096.3,,4411979,4412377,+,DUF350 domain-containing inner membrane protein YjfL,Function unknown,P0AF80,Op4092,,False,True
b4185,yjfM,U00096.3,,4412387,4413025,+,DUF1190 domain-containing protein YjfM,Function unknown,P39295,Op4093,,False,True
b4186,yjfC,U00096.3,,4413028,4414191,+,putative acid--amine ligase YjfC,Amino acid transport and metabolism,P33222,Op4094,,False,True
b4187,aidB,U00096.3,,4414275,4415900,+,putative acyl-CoA dehydrogenase AidB,Lipid transport and metabolism,P33224,Op4095,"RpoD,YidZ,RpoS,AidB,Ada,ppGpp,Lrp",True,False
b4188,yjfN,U00096.3,,4416017,4416292,-,protease activator YjfN,Function unknown,P0AF82,Op4096,CpxR,True,True
b4189,bsmA,U00096.3,,4416441,4416770,-,DUF1471 domain-containing putative lipoprotein BsmA,Function unknown,P39297,Op4097,"YciT,RpoS",False,True
b4190,yjfP,U00096.3,,4416952,4417701,+,carboxylesterase,Function unknown,P39298,Op4098,Lrp,False,False
b4191,ulaR,U00096.3,,4417698,4418453,-,DNA-binding transcriptional repressor UlaR,Transcription,P0A9W0,Op4099,,False,False
b4192,ulaG,U00096.3,,4418561,4419625,-,L-ascorbate-6-phosphate lactonase,Function unknown,P39300,Op4100,"IHF,UlaR",False,False
b4193,ulaA,U00096.3,,4419980,4421377,+,L-ascorbate specific PTS enzyme IIC component,Function unknown,P39301,Op4101,"RpoD,YciT,IHF,Crp,UlaR",False,False
b4194,ulaB,U00096.3,,4421393,4421698,+,L-ascorbate specific PTS enzyme IIB component,Carbohydrate transport and metabolism,P69822,Op4102,"RpoD,IHF,Crp,UlaR",False,False
b4195,ulaC,U00096.3,,4421708,4422172,+,L-ascorbate specific PTS enzyme IIA component,Carbohydrate transport and metabolism,P69820,Op4103,"RpoD,IHF,Crp,UlaR",False,False
b4196,ulaD,U00096.3,,4422186,4422836,+,3-keto-L-gulonate-6-phosphate decarboxylase UlaD,Nucleotide transport and metabolism,P39304,Op4104,"RpoD,IHF,Crp,UlaR",False,False
b4197,ulaE,U00096.3,,4422846,4423700,+,L-ribulose-5-phosphate 3-epimerase UlaE,Carbohydrate transport and metabolism,P39305,Op4105,"RpoD,YidZ,IHF,Crp,UlaR",False,False
b4198,ulaF,U00096.3,,4423700,4424386,+,L-ribulose-5-phosphate 4-epimerase UlaF,Carbohydrate transport and metabolism,P39306,Op4106,"RpoD,IHF,Crp,UlaR",False,False
b4199,yjfY,U00096.3,,4424516,4424791,-,DUF1471 domain-containing protein YjfY,Function unknown,P0AF86,Op4107,"GlaR,ppGpp",True,True
b4200,rpsF,U00096.3,,4425118,4425513,+,30S ribosomal subunit protein S6,"Translation, ribosomal structure and biogenesis",P02358,Op4108,"RpoD,Crp,ppGpp,GlaR,RpsR-RpsF",True,False
b4201,priB,U00096.3,,4425520,4425834,+,primosomal replication protein N,"Replication, recombination and repair",P07013,Op4109,"RpoD,Crp,ppGpp,RpsR-RpsF",True,False
b4202,rpsR,U00096.3,,4425839,4426066,+,30S ribosomal subunit protein S18,"Translation, ribosomal structure and biogenesis",P0A7T7,Op4110,"RpoD,Crp,ppGpp,RpsR-RpsF",True,False
b4203,rplI,U00096.3,,4426108,4426557,+,50S ribosomal subunit protein L9,"Translation, ribosomal structure and biogenesis",P0A7R1,Op4111,"RpoD,ppGpp,Crp,RpsR-RpsF",True,False
b4204,yjfZ,U00096.3,,4426628,4427422,-,DUF2686 domain-containing protein YjfZ,Function unknown,P39308,Op4112,"ppGpp,Nac",False,True
b4206,ytfB,U00096.3,,4428079,4428717,-,cell division protein YtfB,Cell wall/membrane/envelope biogenesis,P39310,Op4113,"ppGpp,Lrp,Nac",False,True
b4207,fklB,U00096.3,,4428935,4429555,+,peptidyl-prolyl cis-trans isomerase FklB,"Post-translational modification, protein turnover, and chaperones",P0A9L3,Op4114,Nac,False,False
b4208,cycA,U00096.3,,4429864,4431276,+,D-serine/alanine/glycine/:H(+)symporter,Amino acid transport and metabolism,P0AAE0,Op4115,"gcvB,Lrp,Nac,ArcA",False,False
