locus_tag,gene_name,accession,old_locus_tag,start,end,strand,gene_product,COG,uniprot,operon
b4119,melA,U00096.3,,4341911,4343266,+,alpha-galactosidase,Carbohydrate transport and metabolism,P06720,Op4027
b4120,melB,U00096.3,,4343369,4344790,+,melibiose:H(+)/Na(+)/Li(+) symporter,Inorganic ion transport and metabolism,P02921,Op4028
b4121,yjdF,U00096.3,,4344929,4345558,-,DUF2238 domain-containing inner membrane protein YjdF,Function unknown,P39270,Op4029
b4122,fumB,U00096.3,,4345680,4347326,-,fumarase B,Energy production and conversion,P14407,Op4030
b4123,dcuB,U00096.3,,4347404,4348744,-,anaerobic C4-dicarboxylate transporter DcuB,Function unknown,P0ABN9,Op4031
b4124,dcuR,U00096.3,,4349315,4350034,-,DNA-binding transcriptional activator DcuR,Transcription,P0AD01,Op4032
b4125,dcuS,U00096.3,,4350031,4351662,-,sensor histidine kinase DcuS,Signal transduction mechanisms,P0AEC8,Op4033
b4126,yjdI,U00096.3,,4351843,4352073,+,PF06902 family protein YjdI,Function unknown,P0AF59,Op4034
b4127,yjdJ,U00096.3,,4352085,4352357,+,putative N-acetyltransferase YjdJ,Function unknown,P39274,Op4035
b4128,ghoS,U00096.3,,4352584,4352880,+,antitoxin of the GhoTS toxin-antitoxin system,No COG annotation,P0AF61,Op4036
b4559,ghoT,U00096.3,,4352908,4353081,+,toxin of the GhoTS toxin-antitoxin system,Function unknown,P64646,Op4037
b4129,lysU,U00096.3,,4353200,4354717,-,lysine--tRNA ligase/Ap4A synthetase/Ap3A synthetase,"Translation, ribosomal structure and biogenesis",P0A8N5,Op4038
b4130,dtpC,U00096.3,,4354954,4356411,-,dipeptide/tripeptide:H(+) symporter DtpC,Amino acid transport and metabolism,P39276,Op4039
b4131,cadA,U00096.3,,4356470,4358617,-,lysine decarboxylase 1,Amino acid transport and metabolism,P0A9H3,Op4040
b4132,cadB,U00096.3,,4358697,4360031,-,lysine:cadaverine antiporter,Amino acid transport and metabolism,P0AAE8,Op4041
b4133,cadC,U00096.3,,4360396,4361934,-,DNA-binding transcriptional activator CadC,Transcription,P23890,Op4042
b4135,yjdC,U00096.3,,4362733,4363308,-,putative DNA-binding transcriptional regulator YjdC,Transcription,P0ACU7,Op4043
b4136,dsbD,U00096.3,,4363345,4365042,-,thiol-disulfide exchange protein DsbD,Energy production and conversion,P36655,Op4044
b4137,cutA,U00096.3,,4365018,4365356,-,copper binding protein CutA,Inorganic ion transport and metabolism,P69488,Op4045
b4138,dcuA,U00096.3,,4365472,4366773,-,C4-dicarboxylate transporter DcuA,Function unknown,P0ABN5,Op4046
b4139,aspA,U00096.3,,4366891,4368327,-,aspartate ammonia-lyase,Amino acid transport and metabolism,P0AC38,Op4047
b4140,fxsA,U00096.3,,4368664,4369140,+,protein FxsA,Function unknown,P37147,Op4048
b4141,yjeH,U00096.3,,4369156,4370412,-,L-methionine/branched chain amino acid exporter,Amino acid transport and metabolism,P39277,Op4049
b4142,groS,U00096.3,,4370688,4370981,+,cochaperonin GroES,"Post-translational modification, protein turnover, and chaperones",P0A6F9,Op4050
b4143,groL,U00096.3,,4371025,4372671,+,chaperonin GroEL,"Post-translational modification, protein turnover, and chaperones",P0A6F5,Op4051
b4144,yjeI,U00096.3,,4372809,4373162,+,DUF4156 domain-containing lipoprotein YjeI,Function unknown,P0AF70,Op4052
b4145,yjeJ,U00096.3,,4373365,4374234,-,protein YjeJ,Function unknown,P39279,Op4053
b4146,epmB,U00096.3,,4374629,4375657,-,lysine 2%2C3-aminomutase,Energy production and conversion,P39280,Op4054
b4147,efp,U00096.3,,4375699,4376265,+,protein chain elongation factor EF-P,"Translation, ribosomal structure and biogenesis",P0A6N4,Op4055
b4410,ecnA,U00096.3,,4376317,4376442,+,entericidin A lipoprotein%2C antidote to entericidin B,Function unknown,P0ADB4,Op4056
b4411,ecnB,U00096.3,,4376553,4376699,+,bacteriolytic entericidin B lipoprotein,Function unknown,P0ADB7,Op4057
b4148,gdx,U00096.3,,4376875,4377192,+,guanidinium exporter,"Intracellular trafficking, secretion, and vesicular transport",P69937,Op4058
b4149,blc,U00096.3,,4377189,4377722,-,outer membrane lipoprotein Blc,Cell wall/membrane/envelope biogenesis,P0A901,Op4059
b4150,ampC,U00096.3,,4377811,4378944,-,beta-lactamase,Defense mechanisms,P00811,Op4060
b4151,frdD,U00096.3,,4379007,4379366,-,fumarate reductase membrane protein FrdD,Energy production and conversion,P0A8Q3,Op4061
b4152,frdC,U00096.3,,4379377,4379772,-,fumarate reductase membrane protein FrdC,Energy production and conversion,P0A8Q0,Op4062
b4153,frdB,U00096.3,,4379783,4380517,-,fumarate reductase iron-sulfur protein,Energy production and conversion,P0AC47,Op4063
b4154,frdA,U00096.3,,4380510,4382318,-,fumarate reductase flavoprotein subunit,Energy production and conversion,P00363,Op4064
b4155,epmA,U00096.3,,4382643,4383620,+,EF-P-lysine lysyltransferase,"Translation, ribosomal structure and biogenesis",P0A8N7,Op4065
b4156,yjeM,U00096.3,,4383839,4385341,+,putative transporter YjeM,Inorganic ion transport and metabolism,P39282,Op4066
b4157,yjeN,U00096.3,,4385393,4385707,+,uncharacterized protein YjeN,No COG annotation,P39283,Op4067
b4158,yjeO,U00096.3,,4385704,4386018,+,DUF2645 domain-containing inner membrane protein YjeO,Function unknown,P39284,Op4068
b4159,mscM,U00096.3,,4386047,4389370,-,miniconductance mechanosensitive channel MscM,Cell wall/membrane/envelope biogenesis,P39285,Op4069
b4160,psd,U00096.3,,4389392,4390360,-,phosphatidylserine decarboxylase proenzyme,Lipid transport and metabolism,P0A8K1,Op4070
b4161,rsgA,U00096.3,,4390457,4391509,-,ribosome small subunit-dependent GTPase A,"Translation, ribosomal structure and biogenesis",P39286,Op4071
b4162,orn,U00096.3,,4391604,4392149,+,oligoribonuclease,RNA processing and modification,P0A784,Op4072
b4670,yjeV,U00096.3,,4392892,4392945,+,uncharacterized protein YjeV,No COG annotation,C1P621,Op4073
b4166,queG,U00096.3,,4392928,4394067,-,epoxyqueuosine reductase,Energy production and conversion,P39288,Op4074
b4167,nnr,U00096.3,,4394066,4395613,+,NAD(P)HX epimerase/NAD(P)HX dehydratase,Coenzyme transport and metabolism,P31806,Op4075
b4168,tsaE,U00096.3,,4395585,4396046,+,N(6)-L-threonylcarbamoyladenine synthase%2C TsaE subunit,Function unknown,P0AF67,Op4076
b4169,amiB,U00096.3,,4396065,4397402,+,N-acetylmuramoyl-L-alanine amidase B,Cell wall/membrane/envelope biogenesis,P26365,Op4077
b4170,mutL,U00096.3,,4397412,4399259,+,DNA mismatch repair protein MutL,"Replication, recombination and repair",P23367,Op4078
b4171,miaA,U00096.3,,4399252,4400202,+,tRNA dimethylallyltransferase,"Translation, ribosomal structure and biogenesis",P16384,Op4079
b4172,hfq,U00096.3,,4400288,4400596,+,RNA-binding protein Hfq,"Translation, ribosomal structure and biogenesis",P0A6X3,Op4080
b4173,hflX,U00096.3,,4400672,4401952,+,ribosome rescue factor HflX,"Translation, ribosomal structure and biogenesis",P25519,Op4081
b4174,hflK,U00096.3,,4402038,4403297,+,regulator of FtsH protease,"Post-translational modification, protein turnover, and chaperones",P0ABC7,Op4082
b4175,hflC,U00096.3,,4403300,4404304,+,regulator of FtsH protease,"Post-translational modification, protein turnover, and chaperones",P0ABC3,Op4083
b4176,yjeT,U00096.3,,4404386,4404583,+,DUF2065 domain-containing protein YjeT,Function unknown,P0AF73,Op4084
b4177,purA,U00096.3,,4404687,4405985,+,adenylosuccinate synthetase,Nucleotide transport and metabolism,P0A7D4,Op4085
b4178,nsrR,U00096.3,,4406190,4406615,+,DNA-binding transcriptional regulator NsrR,Transcription,P0AF63,Op4086
b4179,rnr,U00096.3,,4406654,4409095,+,RNase R,"Translation, ribosomal structure and biogenesis",P21499,Op4087
b4180,rlmB,U00096.3,,4409275,4410006,+,23S rRNA 2'-O-ribose G2251 methyltransferase,"Translation, ribosomal structure and biogenesis",P63177,Op4088
b4181,yjfI,U00096.3,,4410133,4410534,+,DUF2170 domain-containing protein YjfI,Function unknown,P0AF76,Op4089
b4182,yjfJ,U00096.3,,4410553,4411251,+,PspA family protein YjfJ,Transcription,P0AF78,Op4090
b4183,yjfK,U00096.3,,4411302,4411961,+,DUF2491 domain-containing protein YjfK,Function unknown,P39293,Op4091
b4184,yjfL,U00096.3,,4411979,4412377,+,DUF350 domain-containing inner membrane protein YjfL,Function unknown,P0AF80,Op4092
b4185,yjfM,U00096.3,,4412387,4413025,+,DUF1190 domain-containing protein YjfM,Function unknown,P39295,Op4093
b4186,yjfC,U00096.3,,4413028,4414191,+,putative acid--amine ligase YjfC,Amino acid transport and metabolism,P33222,Op4094
b4187,aidB,U00096.3,,4414275,4415900,+,putative acyl-CoA dehydrogenase AidB,Lipid transport and metabolism,P33224,Op4095
b4188,yjfN,U00096.3,,4416017,4416292,-,protease activator YjfN,Function unknown,P0AF82,Op4096
b4189,bsmA,U00096.3,,4416441,4416770,-,DUF1471 domain-containing putative lipoprotein BsmA,Function unknown,P39297,Op4097
b4190,yjfP,U00096.3,,4416952,4417701,+,carboxylesterase,Function unknown,P39298,Op4098
b4191,ulaR,U00096.3,,4417698,4418453,-,DNA-binding transcriptional repressor UlaR,Transcription,P0A9W0,Op4099
b4192,ulaG,U00096.3,,4418561,4419625,-,L-ascorbate-6-phosphate lactonase,Function unknown,P39300,Op4100
b4193,ulaA,U00096.3,,4419980,4421377,+,L-ascorbate specific PTS enzyme IIC component,Function unknown,P39301,Op4101
b4194,ulaB,U00096.3,,4421393,4421698,+,L-ascorbate specific PTS enzyme IIB component,Carbohydrate transport and metabolism,P69822,Op4102
b4195,ulaC,U00096.3,,4421708,4422172,+,L-ascorbate specific PTS enzyme IIA component,Carbohydrate transport and metabolism,P69820,Op4103
b4196,ulaD,U00096.3,,4422186,4422836,+,3-keto-L-gulonate-6-phosphate decarboxylase UlaD,Nucleotide transport and metabolism,P39304,Op4104
b4197,ulaE,U00096.3,,4422846,4423700,+,L-ribulose-5-phosphate 3-epimerase UlaE,Carbohydrate transport and metabolism,P39305,Op4105
b4198,ulaF,U00096.3,,4423700,4424386,+,L-ribulose-5-phosphate 4-epimerase UlaF,Carbohydrate transport and metabolism,P39306,Op4106
b4199,yjfY,U00096.3,,4424516,4424791,-,DUF1471 domain-containing protein YjfY,Function unknown,P0AF86,Op4107
b4200,rpsF,U00096.3,,4425118,4425513,+,30S ribosomal subunit protein S6,"Translation, ribosomal structure and biogenesis",P02358,Op4108
b4201,priB,U00096.3,,4425520,4425834,+,primosomal replication protein N,"Replication, recombination and repair",P07013,Op4109
b4202,rpsR,U00096.3,,4425839,4426066,+,30S ribosomal subunit protein S18,"Translation, ribosomal structure and biogenesis",P0A7T7,Op4110
b4203,rplI,U00096.3,,4426108,4426557,+,50S ribosomal subunit protein L9,"Translation, ribosomal structure and biogenesis",P0A7R1,Op4111
b4204,yjfZ,U00096.3,,4426628,4427422,-,DUF2686 domain-containing protein YjfZ,Function unknown,P39308,Op4112
b4206,ytfB,U00096.3,,4428079,4428717,-,cell division protein YtfB,Cell wall/membrane/envelope biogenesis,P39310,Op4113
b4207,fklB,U00096.3,,4428935,4429555,+,peptidyl-prolyl cis-trans isomerase FklB,"Post-translational modification, protein turnover, and chaperones",P0A9L3,Op4114
b4208,cycA,U00096.3,,4429864,4431276,+,D-serine/alanine/glycine/:H(+)symporter,Amino acid transport and metabolism,P0AAE0,Op4115
b4209,ytfE,U00096.3,,4431321,4431983,-,iron-sulfur cluster repair protein YtfE,"Cell cycle control, cell division, chromosome partitioning",P69506,Op4116
b4210,ytfF,U00096.3,,4432091,4433056,-,inner membrane protein YtfF,Amino acid transport and metabolism,P39314,Op4117
b4211,qorB,U00096.3,,4433164,4434024,-,NAD(P)H:quinone oxidoreductase,Carbohydrate transport and metabolism,P39315,Op4118
b4212,ytfH,U00096.3,,4434113,4434493,+,putative transcriptional regulator YtfH,Transcription,P0ACN2,Op4119
b4213,cpdB,U00096.3,,4434622,4436565,-,2'%2C3'-cyclic-nucleotide 2'-phosphodiesterase/3'-nucleotidase,Nucleotide transport and metabolism,P08331,Op4120
b4214,cysQ,U00096.3,,4436755,4437495,+,3'(2')%2C5'-bisphosphate nucleotidase,Inorganic ion transport and metabolism,P22255,Op4121
b4215,ytfI,U00096.3,,4437707,4438645,+,protein YtfI,No COG annotation,P39317,Op4122
b4216,ytfJ,U00096.3,,4438708,4439262,-,PF09695 family protein YtfJ,Function unknown,P39187,Op4123
b4217,ytfK,U00096.3,,4439587,4439793,+,stringent response modulator YtfK,Function unknown,P0ADE2,Op4124
b4218,paeA,U00096.3,,4439872,4441215,-,putative cadaverine/putrescine exporter,Inorganic ion transport and metabolism,P0AE45,Op4125
b4219,msrA,U00096.3,,4441538,4442176,-,methionine sulfoxide reductase A,"Post-translational modification, protein turnover, and chaperones",P0A744,Op4126
b4220,tamA,U00096.3,,4442382,4444115,+,translocation and assembly module subunit TamA,Cell wall/membrane/envelope biogenesis,P0ADE4,Op4127
b4221,tamB,U00096.3,,4444112,4447891,+,translocation and assembly module subunit TamB,Function unknown,P39321,Op4128
b4222,ytfP,U00096.3,,4447894,4448235,+,gamma-glutamylamine cyclotransferase family protein YtfP,Function unknown,P0AE48,Op4129
b4224,chpS,U00096.3,,4448447,4448698,+,ChpS antitoxin of the ChpB-ChpS toxin-antitoxin system,Transcription,P08365,Op4130
b4225,chpB,U00096.3,,4448692,4449042,+,endoribonuclease toxin ChpB,Signal transduction mechanisms,P33647,Op4131
b4226,ppa,U00096.3,,4449122,4449652,-,inorganic pyrophosphatase,Energy production and conversion,P0A7A9,Op4132
b4227,ytfQ,U00096.3,,4449962,4450918,+,galactofuranose ABC transporter periplasmic binding protein,Carbohydrate transport and metabolism,P39325,Op4133
b4485,ytfR,U00096.3,,4451058,4452560,+,galactofuranose ABC transporter putative ATP binding subunit,Inorganic ion transport and metabolism,Q6BEX0,Op4134
b4230,ytfT,U00096.3,,4452571,4453596,+,galactofuranose ABC transporter putative membrane subunit YtfT,Carbohydrate transport and metabolism,P39328,Op4135
b4231,yjfF,U00096.3,,4453583,4454578,+,galactofuranose ABC transporter putative membrane subunit YjtF,Carbohydrate transport and metabolism,P37772,Op4136
b4232,fbp,U00096.3,,4454611,4455609,-,fructose-1%2C6-bisphosphatase 1,Carbohydrate transport and metabolism,P0A993,Op4137
b4233,mpl,U00096.3,,4455785,4457158,+,UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2%2C6-diaminoheptanedioate ligase,Cell wall/membrane/envelope biogenesis,P37773,Op4138
b4234,yjgA,U00096.3,,4457314,4457865,-,putative ribosome biogenesis factor YjgA,Function unknown,P0A8X0,Op4139
b4235,tldE,U00096.3,,4457959,4459311,+,metalloprotease subunit TldE,Function unknown,P0AFK0,Op4140
b4237,nrdG,U00096.3,,4459900,4460364,-,anaerobic ribonucleoside-triphosphate reductase activating protein,"Post-translational modification, protein turnover, and chaperones",P0A9N8,Op4141
b4238,nrdD,U00096.3,,4460522,4462660,-,anaerobic ribonucleoside-triphosphate reductase,Nucleotide transport and metabolism,P28903,Op4142
b4239,treC,U00096.3,,4463054,4464709,-,trehalose-6-phosphate hydrolase,Carbohydrate transport and metabolism,P28904,Op4143
b4240,treB,U00096.3,,4464759,4466180,-,trehalose-specific PTS enzyme IIBC component,Carbohydrate transport and metabolism,P36672,Op4144
b4241,treR,U00096.3,,4466299,4467246,-,DNA-binding transcriptional repressor TreR,Transcription,P36673,Op4145
b4702,mgtL,U00096.3,,4467431,4467484,+,leader peptide MgtL,No COG annotation,E2JKY7,Op4146
b4242,mgtA,U00096.3,,4467625,4470321,+,Mg(2(+)) importing P-type ATPase,Inorganic ion transport and metabolism,P0ABB8,Op4147
b4243,ridA,U00096.3,,4470527,4470913,-,enamine/imine deaminase%2C redox-regulated chaperone,"Translation, ribosomal structure and biogenesis",P0AF93,Op4148
b4244,pyrI,U00096.3,,4470986,4471447,-,aspartate carbamoyltransferase%2C PyrI subunit,Nucleotide transport and metabolism,P0A7F3,Op4149
b4245,pyrB,U00096.3,,4471460,4472395,-,aspartate carbamoyltransferase catalytic subunit,Nucleotide transport and metabolism,P0A786,Op4150
b4246,pyrL,U00096.3,,4472399,4472533,-,pyrBI operon leader peptide,Nucleotide transport and metabolism,P0AD83,Op4151
b4248,yjgH,U00096.3,,4472814,4473209,-,RutC family protein YjgH,"Translation, ribosomal structure and biogenesis",P39332,Op4152
b4249,bdcA,U00096.3,,4473340,4474053,-,c-di-GMP-binding biofilm dispersal mediator protein,Lipid transport and metabolism,P39333,Op4153
b4251,bdcR,U00096.3,,4474124,4474717,+,putative transcriptional regulator BdcR,Transcription,P39334,Op4154
b4252,tabA,U00096.3,,4474862,4475314,+,DUF386 domain-containing toxin-antitoxin biofilm protein TabA,Carbohydrate transport and metabolism,P0AF96,Op4155
b4253,yjgL,U00096.3,,4475437,4477251,+,protein YjgL,No COG annotation,P39336,Op4156
b4254,argI,U00096.3,,4477307,4478311,-,ornithine carbamoyltransferase ArgI,Amino acid transport and metabolism,P04391,Op4157
b4255,rraB,U00096.3,,4478473,4478889,+,ribonuclease E inhibitor protein B,Function unknown,P0AF90,Op4158
b4256,yjgM,U00096.3,,4479034,4479537,-,putative N-acetyltransferase YjgM,Transcription,P39337,Op4159
b4257,yjgN,U00096.3,,4479730,4480926,+,inner membrane protein YjgN,Function unknown,P39338,Op4160
b4258,valS,U00096.3,,4480982,4483837,-,valine--tRNA ligase,"Translation, ribosomal structure and biogenesis",P07118,Op4161
b4259,holC,U00096.3,,4483837,4484280,-,DNA polymerase III subunit chi,"Replication, recombination and repair",P28905,Op4162
b4260,pepA,U00096.3,,4484440,4485951,-,aminopeptidase A/I,Amino acid transport and metabolism,P68767,Op4163
b4822,ytgB,U00096.3,,4486043,4486099,+,protein YtgB,No COG annotation,P0DV21,Op4164
b4800,ytgA,U00096.3,,4486105,4486155,+,protein YtgA,No COG annotation,P0DSH8,Op4165
b4261,lptF,U00096.3,,4486218,4487318,+,lipopolysaccharide transport system protein LptF,Function unknown,P0AF98,Op4166
b4262,lptG,U00096.3,,4487318,4488400,+,lipopolysaccharide transport system protein LptG,Function unknown,P0ADC6,Op4167
b4263,yjgR,U00096.3,,4488561,4490063,-,DUF853 domain-containing protein YjgR,Function unknown,P39342,Op4168
b4264,idnR,U00096.3,,4490141,4491139,-,DNA-binding transcriptional dual regulator IdnR,Transcription,P39343,Op4169
b4265,idnT,U00096.3,,4491206,4492525,-,L-idonate/5-ketogluconate/gluconate transporter,Inorganic ion transport and metabolism,P39344,Op4170
b4266,idnO,U00096.3,,4492587,4493351,-,5-keto-D-gluconate 5-reductase,Lipid transport and metabolism,P0A9P9,Op4171
b4267,idnD,U00096.3,,4493375,4494406,-,L-idonate 5-dehydrogenase,Amino acid transport and metabolism,P39346,Op4172
b4268,idnK,U00096.3,,4494623,4495186,+,D-gluconate kinase%2C thermosensitive,Nucleotide transport and metabolism,P39208,Op4173
b4269,ahr,U00096.3,,4495190,4496209,-,NADPH-dependent aldehyde reductase Ahr,Energy production and conversion,P27250,Op4174
b4272,insC6,U00096.3,,4498272,4498637,+,IS2 insertion element repressor InsA,"Replication, recombination and repair",P0CF45,Op4175
b4273,insD6,U00096.3,,4498595,4499500,+,IS2 insertion element protein InsB,"Replication, recombination and repair",P0CF58,Op4176
