From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
AAC76786.2	P0AA25	reviewed	THIO_ECOLI	Thioredoxin 1 (Trx-1)	trxA fipA tsnC b3781 JW5856	Escherichia coli (strain K12)	109
AYC08255.1	P0ADF3	reviewed	LPRH_ECOLI	rho operon leader peptide (RhoL)	rhoL b3782 JW3755	Escherichia coli (strain K12)	33
AAC76788.1	P0AG30	reviewed	RHO_ECOLI	Transcription termination factor Rho (EC 3.6.4.-) (ATP-dependent helicase Rho)	rho nitA psuA rnsC sbaA tsu b3783 JW3756	Escherichia coli (strain K12)	419
AAC76789.1	P0AC78	reviewed	WECA_ECOLI	Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33) (UDP-GlcNAc:undecaprenyl-phosphate GlcNAc-1-phosphate transferase) (Undecaprenyl-phosphate GlcNAc-1-phosphate transferase)	wecA rfe b3784 JW3758	Escherichia coli (strain K12)	367
AAC76790.2	P0AG00	reviewed	WZZE_ECOLI	ECA polysaccharide chain length modulation protein	wzzE wzz yifC b3785 JW5601	Escherichia coli (strain K12)	348
AAT48211.1	P27828	reviewed	WECB_ECOLI	UDP-N-acetylglucosamine 2-epimerase (EC 5.1.3.14) (Bacteriophage N4 adsorption protein C) (UDP-GlcNAc-2-epimerase)	wecB nfrC rffE yifF b3786 JW5600	Escherichia coli (strain K12)	376
AAT48212.1	P27829	reviewed	WECC_ECOLI	UDP-N-acetyl-D-mannosamine dehydrogenase (EC 1.1.1.336) (UDP-ManNAc 6-dehydrogenase)	wecC rffD b3787 JW5599	Escherichia coli (strain K12)	420
AAT48213.1	P27830	reviewed	RMLB2_ECOLI	dTDP-glucose 4,6-dehydratase 2 (EC 4.2.1.46)	rffG b3788 JW5598	Escherichia coli (strain K12)	355
AAC76794.1	P61887	reviewed	RMLA2_ECOLI	Glucose-1-phosphate thymidylyltransferase 2 (G1P-TT 2) (EC 2.7.7.24) (dTDP-glucose pyrophosphorylase 2) (dTDP-glucose synthase 2)	rffH rmlA2 yifG b3789 JW3763	Escherichia coli (strain K12)	293
AAT48214.2	P27832	reviewed	WECD_ECOLI	dTDP-fucosamine acetyltransferase (EC 2.3.1.210) (TDP-fucosamine acetyltransferase) (dTDP-4-amino-4,6-dideoxy-D-galactose acyltransferase)	wecD rffC yifH b3790 JW5597	Escherichia coli (strain K12)	224
AAC76796.1	P27833	reviewed	WECE_ECOLI	dTDP-4-amino-4,6-dideoxygalactose transaminase (EC 2.6.1.59)	wecE rffA yifI b3791 JW3765	Escherichia coli (strain K12)	376
AAC76797.1	P0AAA7	reviewed	WZXE_ECOLI	Lipid III flippase	wzxE wzx yifJ b3792 JW3766	Escherichia coli (strain K12)	416
AAT48215.1	P56258	reviewed	WECF_ECOLI	TDP-N-acetylfucosamine:lipid II N-acetylfucosaminyltransferase (EC 2.4.1.325) (4-alpha-L-fucosyltransferase) (TDP-Fuc4NAc:lipid II Fuc4NAc transferase) (Fuc4NAc transferase)	wecF rffT yifM b4481 JW5596	Escherichia coli (strain K12)	359
AAC76800.1	P27835	reviewed	WZYE_ECOLI	Probable ECA polymerase	wzyE wzy b3793 JW3769	Escherichia coli (strain K12)	450
AAC76801.1	P27836	reviewed	WECG_ECOLI	UDP-N-acetyl-D-mannosaminuronic acid transferase (UDP-ManNAcA transferase) (EC 2.4.1.180)	wecG rffM b3794 JW3770	Escherichia coli (strain K12)	246
AAT48216.1	P27837	reviewed	YIFK_ECOLI	Probable transport protein YifK	yifK b3795 JW5595	Escherichia coli (strain K12)	461
AAT48217.1	P25550	reviewed	ASLB_ECOLI	Anaerobic sulfatase-maturating enzyme homolog AslB (AnSME homolog)	aslB atsB b3800 JW5594	Escherichia coli (strain K12)	411
AAC76804.1	P25549	reviewed	ASLA_ECOLI	Putative sulfatase AslA (EC 3.1.6.-)	aslA atsA b3801 JW3773	Escherichia coli (strain K12)	551
AAC76805.1	P0ACB7	reviewed	HEMY_ECOLI	Protein HemY	hemY b3802 JW3774	Escherichia coli (strain K12)	398
AAC76806.1	P09127	reviewed	HEMX_ECOLI	Protein HemX (ORF X)	hemX b3803 JW3775	Escherichia coli (strain K12)	393
AAC76807.1	P09126	reviewed	HEM4_ECOLI	Uroporphyrinogen-III synthase (UROS) (EC 4.2.1.75) (Hydroxymethylbilane hydrolyase [cyclizing]) (Uroporphyrinogen-III cosynthase)	hemD b3804 JW3776	Escherichia coli (strain K12)	246
AAT48218.1	P06983	reviewed	HEM3_ECOLI	Porphobilinogen deaminase (PBG) (EC 2.5.1.61) (Hydroxymethylbilane synthase) (HMBS) (Pre-uroporphyrinogen synthase)	hemC popE b3805 JW5932	Escherichia coli (strain K12)	313
AAC76809.1	P00936	reviewed	CYAA_ECOLI	Adenylate cyclase (EC 4.6.1.1) (ATP pyrophosphate-lyase) (Adenylyl cyclase)	cyaA cya b3806 JW3778	Escherichia coli (strain K12)	848
AAC76810.1	P27838	reviewed	CYAY_ECOLI	Iron-sulfur cluster assembly protein CyaY (Bacterial frataxin ortholog)	cyaY b3807 JW3779	Escherichia coli (strain K12)	106
AYC08256.1	P11291	reviewed	YZCX_ECOLI	Protein YzcX (CyaX) (O161)	yzcX cyaX b3808 JW3780	Escherichia coli (strain K12)	161
ABD18710.1	P0ADN6	reviewed	YIFL_ECOLI	Uncharacterized lipoprotein YifL	yifL b4558 JW3781	Escherichia coli (strain K12)	67
AAC76812.2	P0A6K1	reviewed	DAPF_ECOLI	Diaminopimelate epimerase (DAP epimerase) (EC 5.1.1.7) (PLP-independent amino acid racemase)	dapF b3809 JW5592	Escherichia coli (strain K12)	274
AAC76813.1	P23305	reviewed	YIGA_ECOLI	Uncharacterized protein YigA	yigA b3810 JW3783	Escherichia coli (strain K12)	235
AAC76814.1	P0A8P6	reviewed	XERC_ECOLI	Tyrosine recombinase XerC	xerC b3811 JW3784	Escherichia coli (strain K12)	298
AAC76815.1	P0ADP0	reviewed	YIGB_ECOLI	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB (EC 3.1.3.104)	yigB b3812 JW3785	Escherichia coli (strain K12)	238
AAC76816.1	P03018	reviewed	UVRD_ECOLI	DNA helicase II (EC 5.6.2.4) (DNA 3'-5' helicase II)	uvrD mutU pdeB rad recL b3813 JW3786	Escherichia coli (strain K12)	720
AAT48219.1	P27840	reviewed	YIGE_ECOLI	Uncharacterized protein YigE	yigE b4482 JW5591	Escherichia coli (strain K12)	254
QNV50553.1	P0DSH7	reviewed	YSGD_ECOLI	Protein YsgD	ysgD b4799	Escherichia coli (strain K12)	18
AAC76819.1	P0ABI4	reviewed	CORA_ECOLI	Magnesium transport protein CorA	corA b3816 JW3789	Escherichia coli (strain K12)	316
AAC76820.1	P27842	reviewed	YIGF_ECOLI	Uncharacterized protein YigF	yigF b3817 JW3790	Escherichia coli (strain K12)	126
AAC76821.2	P27843	reviewed	YIGG_ECOLI	Inner membrane protein YigG	yigG b3818 JW5590	Escherichia coli (strain K12)	126
AAT48220.1	P27844	reviewed	RARD_ECOLI	Protein RarD	rarD b3819 JW5589	Escherichia coli (strain K12)	296
AAC76823.2	P0ADP2	reviewed	YIGI_ECOLI	Medium/long-chain acyl-CoA thioesterase YigI (EC 3.1.2.20)	yigI b3820 JW5588	Escherichia coli (strain K12)	155
AAC76824.1	P0A921	reviewed	PA1_ECOLI	Phospholipase A1 (EC 3.1.1.32) (EC 3.1.1.4) (Detergent-resistant phospholipase A) (DR-phospholipase A) (Outer membrane phospholipase A) (OM PLA) (OMPLA) (Phosphatidylcholine 1-acylhydrolase)	pldA b3821 JW3794	Escherichia coli (strain K12)	289
AAT48221.1	P15043	reviewed	RECQ_ECOLI	ATP-dependent DNA helicase RecQ (EC 5.6.2.4) (DNA 3'-5' helicase RecQ)	recQ b3822 JW5855	Escherichia coli (strain K12)	609
AAT48222.1	P0AG38	reviewed	RHTC_ECOLI	Threonine efflux protein	rhtC yigJ b3823 JW5586	Escherichia coli (strain K12)	206
AAT48223.1	P0AG34	reviewed	RHTB_ECOLI	Homoserine/homoserine lactone efflux protein	rhtB yigK b3824 JW5585	Escherichia coli (strain K12)	206
AAT48224.1	P07000	reviewed	PLDB_ECOLI	Lysophospholipase L2 (EC 3.1.1.5) (Lecithinase B)	pldB b3825 JW5584	Escherichia coli (strain K12)	340
AAT48225.1	P27848	reviewed	YIGL_ECOLI	Pyridoxal phosphate phosphatase YigL (EC 3.1.3.74) (PLP phosphatase) (Sugar phosphatase) (EC 3.1.3.23)	yigL b3826 JW5854	Escherichia coli (strain K12)	266
AAC76830.1	P0ADP5	reviewed	BIOP_ECOLI	Biotin transporter (Plasmamembrane biotin transport protein)	bioP yigM b3827 JW3803	Escherichia coli (strain K12)	299
AAC76831.1	P0A9F9	reviewed	METR_ECOLI	HTH-type transcriptional regulator MetR	metR b3828 JW3804	Escherichia coli (strain K12)	317
AAC76832.1	P25665	reviewed	METE_ECOLI	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase (EC 2.1.1.14) (Cobalamin-independent methionine synthase) (Methionine synthase, vitamin-B12 independent isozyme)	metE b3829 JW3805	Escherichia coli (strain K12)	753
AAT48226.1	P56262	reviewed	DLHH_ECOLI	Putative carboxymethylenebutenolidase (EC 3.1.1.45) (Dienelactone hydrolase) (DLH)	ysgA b3830 JW5853	Escherichia coli (strain K12)	271
AAC76834.1	P12758	reviewed	UDP_ECOLI	Uridine phosphorylase (UPase) (UrdPase) (EC 2.4.2.3)	udp b3831 JW3808	Escherichia coli (strain K12)	253
AAC76835.1	P0AG71	reviewed	RMUC_ECOLI	DNA recombination protein RmuC	rmuC yigN b3832 JW3809	Escherichia coli (strain K12)	475
AAT48227.1	P0A887	reviewed	UBIE_ECOLI	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE (EC 2.1.1.163) (EC 2.1.1.201) (2-methoxy-6-polyprenyl-1,4-benzoquinol methylase) (Demethylmenaquinone methyltransferase)	ubiE yigO b3833 JW5581	Escherichia coli (strain K12)	251
AAC76837.1	P0ADP7	reviewed	UBIJ_ECOLI	Ubiquinone biosynthesis accessory factor UbiJ	ubiJ yigP b3834 JW3811	Escherichia coli (strain K12)	201
AAC76838.1	P0A6A0	reviewed	UBIB_ECOLI	Probable protein kinase UbiB (EC 2.7.-.-) (Ubiquinone biosynthesis protein UbiB)	ubiB aarF yigQ yigR yigS b3835 JW3812	Escherichia coli (strain K12)	546
AAC76839.2	P69428	reviewed	TATA_ECOLI	Sec-independent protein translocase protein TatA	tatA mttA1 yigT b3836 JW3813	Escherichia coli (strain K12)	89
AAT48228.1	P69425	reviewed	TATB_ECOLI	Sec-independent protein translocase protein TatB	tatB mttA2 ysgB b3838 JW5580	Escherichia coli (strain K12)	171
AAC76842.1	P69423	reviewed	TATC_ECOLI	Sec-independent protein translocase protein TatC	tatC mttB yigU yigV b3839 JW3815	Escherichia coli (strain K12)	258
AAT48229.1	P27859	reviewed	TATD_ECOLI	3'-5' ssDNA/RNA exonuclease TatD (EC 3.1.11.-) (EC 3.1.13.-) (DNase TatD)	tatD mttC yigW yigX b4483 JW5931	Escherichia coli (strain K12)	260
AAC76845.1	P0AFW0	reviewed	RFAH_ECOLI	Transcription antitermination protein RfaH	rfaH hlyT sfrB b3842 JW3818	Escherichia coli (strain K12)	162
AAC76846.1	P0AAB4	reviewed	UBID_ECOLI	3-octaprenyl-4-hydroxybenzoate carboxy-lyase (EC 4.1.1.98) (Polyprenyl p-hydroxybenzoate decarboxylase)	ubiD yigC yigY b3843 JW3819	Escherichia coli (strain K12)	497
AAC76847.1	P0AEN1	reviewed	FRE_ECOLI	NAD(P)H-flavin reductase (EC 1.5.1.41) (FMN reductase) (Ferrisiderophore reductase C) (NAD(P)H:flavin oxidoreductase) (Riboflavin reductase [NAD(P)H])	fre fadI flrD fsrC ubiB b3844 JW3820	Escherichia coli (strain K12)	233
AAT48230.1	P21151	reviewed	FADA_ECOLI	3-ketoacyl-CoA thiolase FadA (EC 2.3.1.16) (Acetyl-CoA acyltransferase) (Beta-ketothiolase) (Fatty acid oxidation complex subunit beta)	fadA oldA b3845 JW5578	Escherichia coli (strain K12)	387
AAC76849.1	P21177	reviewed	FADB_ECOLI	Fatty acid oxidation complex subunit alpha [Includes: Enoyl-CoA hydratase/Delta(3)-cis-Delta(2)-trans-enoyl-CoA isomerase/3-hydroxybutyryl-CoA epimerase (EC 4.2.1.17) (EC 5.1.2.3) (EC 5.3.3.8); 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)]	fadB oldB b3846 JW3822	Escherichia coli (strain K12)	729
AAC76850.1	P21165	reviewed	PEPQ_ECOLI	Xaa-Pro dipeptidase (X-Pro dipeptidase) (EC 3.4.13.9) (Imidodipeptidase) (Proline dipeptidase) (Prolidase)	pepQ b3847 JW3823	Escherichia coli (strain K12)	443
AAC76851.2	P27862	reviewed	YIGZ_ECOLI	IMPACT family member YigZ	yigZ b3848 JW5577	Escherichia coli (strain K12)	204
AAT48231.1	P0AFZ7	reviewed	TRKH_ECOLI	Trk system potassium uptake protein TrkH	trkH b3849 JW5576	Escherichia coli (strain K12)	483
AAC76853.1	P0ACB4	reviewed	HEMG_ECOLI	Protoporphyrinogen IX dehydrogenase [quinone] (EC 1.3.5.3) (Protoporphyrinogen IX dehydrogenase [menaquinone]) (Protoporphyrinogen IX dehydrogenase [ubiquinone]) (Protoporphyrinogen oxidase) (PPO)	hemG yihB b3850 JW3827	Escherichia coli (strain K12)	181
AAC76854.2	P32125	reviewed	MOBB_ECOLI	Molybdopterin-guanine dinucleotide biosynthesis adapter protein (MGD biosynthesis adapter protein) (Molybdenum cofactor biosynthesis adapter protein) (Moco biosynthesis adapter protein) (Molybdopterin-guanine dinucleotide biosynthesis protein B)	mobB yihC b3856 JW5575	Escherichia coli (strain K12)	175
AAC76855.1	P32173	reviewed	MOBA_ECOLI	Molybdenum cofactor guanylyltransferase (MoCo guanylyltransferase) (EC 2.7.7.77) (GTP:molybdopterin guanylyltransferase) (Mo-MPT guanylyltransferase) (Molybdopterin guanylyltransferase) (Molybdopterin-guanine dinucleotide biosynthesis protein A) (Molybdopterin-guanine dinucleotide synthase) (MGD synthase) (Protein FA)	mobA chlB mob narB b3857 JW3829	Escherichia coli (strain K12)	194
AAC76856.1	P0ADP9	reviewed	YIHD_ECOLI	Protein YihD	yihD b3858 JW3830	Escherichia coli (strain K12)	89
AAC76857.1	P0C0K3	reviewed	SRKA_ECOLI	Stress response kinase A (EC 2.7.11.1) (Serine/threonine protein kinase YihE) (Serine/threonine-protein kinase SrkA)	srkA rdoA yihE b3859 JW3831	Escherichia coli (strain K12)	328
AAC76858.1	P0AEG4	reviewed	DSBA_ECOLI	Thiol:disulfide interchange protein DsbA	dsbA dsf ppfA b3860 JW3832	Escherichia coli (strain K12)	208
AAC76859.2	P32128	reviewed	YIHF_ECOLI	Uncharacterized protein YihF	yihF b3861 JW5574	Escherichia coli (strain K12)	476
AAC76860.1	P32129	reviewed	YIHG_ECOLI	Probable acyltransferase YihG (EC 2.3.-.-)	yihG b3862 JW3834	Escherichia coli (strain K12)	310
AAC76861.1	P00582	reviewed	DPO1_ECOLI	DNA polymerase I (POL I) (EC 2.7.7.7)	polA resA b3863 JW3835	Escherichia coli (strain K12)	928
AAC76862.3	P0A6P7	reviewed	ENGB_ECOLI	Probable GTP-binding protein EngB	engB yihA b3865 JW5930	Escherichia coli (strain K12)	210
AAC76863.1	P0A8H6	reviewed	YIHI_ECOLI	Der GTPase-activating protein YihI (GAP)	yihI b3866 JW3837	Escherichia coli (strain K12)	169
AAC76864.2	P32131	reviewed	HEMN_ECOLI	Oxygen-independent coproporphyrinogen III oxidase (CPO) (EC 1.3.98.3) (Coproporphyrinogen III dehydrogenase) (CPDH)	hemN yihJ b3867 JW3838	Escherichia coli (strain K12)	457
ACO60012.1	C1P620	reviewed	YSHB_ECOLI	Uncharacterized protein YshB	yshB b4686 JW3839.1	Escherichia coli (strain K12)	36
AAC76865.1	P0AFB8	reviewed	NTRC_ECOLI	DNA-binding transcriptional regulator NtrC (Nitrogen regulation protein NR(I)) (Nitrogen regulator I) (NRI)	glnG glnT ntrC b3868 JW3839	Escherichia coli (strain K12)	469
AAC76866.1	P0AFB5	reviewed	NTRB_ECOLI	Sensory histidine kinase/phosphatase NtrB (EC 2.7.13.3) (EC 3.1.3.-) (Nitrogen regulation protein NR(II)) (Nitrogen regulator II) (NRII)	glnL glnR ntrB b3869 JW3840	Escherichia coli (strain K12)	349
AAC76867.1	P0A9C5	reviewed	GLN1B_ECOLI	Glutamine synthetase (GS) (EC 6.3.1.2) (Glutamate--ammonia ligase) (Glutamine synthetase I beta) (GSI beta)	glnA b3870 JW3841	Escherichia coli (strain K12)	469
AAT48232.1	P0DTT0	reviewed	BIPA_ECOLI	Large ribosomal subunit assembly factor BipA (EC 3.6.5.-) (50S ribosomal subunit assembly factor BipA) (GTP-binding protein BipA/TypA) (Ribosome assembly factor BipA) (Ribosome-dependent GTPase BipA) (Tyrosine phosphorylated protein A)	bipA o591 typA yihK b3871 JW5571	Escherichia coli (strain K12)	607
AAC76869.1	P0ACM9	reviewed	YIHL_ECOLI	Uncharacterized HTH-type transcriptional regulator YihL	yihL b3872 JW3843	Escherichia coli (strain K12)	236
AAC76870.1	P32134	reviewed	YIHM_ECOLI	Uncharacterized protein YihM	yihM b3873 JW3844	Escherichia coli (strain K12)	326
AAC76871.1	P32135	reviewed	YIHN_ECOLI	Inner membrane protein YihN	yihN b3874 JW3845	Escherichia coli (strain K12)	421
AAC76872.1	P76773	reviewed	OMPL_ECOLI	Porin OmpL	ompL yshA b3875 JW3846	Escherichia coli (strain K12)	230
AAT48233.1	P32136	reviewed	YIHO_ECOLI	Putative sulfoquinovose importer	yihO b3876 JW5852	Escherichia coli (strain K12)	467
AAC76874.2	P32137	reviewed	YIHP_ECOLI	Putative 2,3-dihydroxypropane-1-sulfonate exporter	yihP b3877 JW3848	Escherichia coli (strain K12)	461
AAC76875.1	P32138	reviewed	SQASE_ECOLI	Sulfoquinovosidase (SQase) (EC 3.2.1.199)	yihQ squQ b3878 JW3849	Escherichia coli (strain K12)	678
AAC76876.1	P32139	reviewed	YIHR_ECOLI	Uncharacterized protein YihR	yihR b3879 JW3850	Escherichia coli (strain K12)	308
AAD13442.2	P32140	reviewed	SQUS_ECOLI	Sulfoquinovose isomerase (SQ isomerase) (EC 5.3.1.31) (Sulfoquinovose-sulfofructose isomerase) (SQ-SF isomerase)	yihS b3880 JW5569	Escherichia coli (strain K12)	413
AAD13443.1	P32141	reviewed	SQUT_ECOLI	Sulfofructosephosphate aldolase (SFP aldolase) (EC 4.1.2.57)	yihT b3881 JW3852	Escherichia coli (strain K12)	292
AAD13444.1	P0A9V8	reviewed	SQUU_ECOLI	3-sulfolactaldehyde reductase (SLA reductase) (EC 1.1.1.373) (4-hydroxybutyrate dehydrogenase) (EC 1.1.1.61) (Gamma-hydroxybutyrate dehydrogenase) (GHBDH) (Succinic semialdehyde reductase) (SSA reductase)	yihU b3882 JW3853	Escherichia coli (strain K12)	298
AAD13445.2	P32143	reviewed	SQUV_ECOLI	Sulfofructose kinase (SF kinase) (EC 2.7.1.184)	yihV b3883 JW5568	Escherichia coli (strain K12)	298
AAD13446.2	P32144	reviewed	CSQR_ECOLI	HTH-type transcriptional repressor CsqR (Regulator of sulfoquinovose catabolism)	csqR yihW b3884 JW5567	Escherichia coli (strain K12)	261
AAD13447.2	P0A8Y3	reviewed	YIHX_ECOLI	Alpha-D-glucose 1-phosphate phosphatase YihX (Alpha-D-glucose-1-P phosphatase) (EC 3.1.3.10) (Alpha-D-glucose-1-phosphatase) (Haloacid dehalogenase-like phosphatase 4) (HAD4)	yihX b3885 JW5566	Escherichia coli (strain K12)	199
AAD13448.1	P0A8K8	reviewed	YIHY_ECOLI	UPF0761 membrane protein YihY	yihY b3886 JW3857 b2268	Escherichia coli (strain K12)	290
AAD13449.1	P0A6M4	reviewed	DTD_ECOLI	D-aminoacyl-tRNA deacylase (DTD) (EC 3.1.1.96) (D-tyrosyl RNA deacylase) (D-tyrosyl-tRNA(Tyr) deacylase) (Gly-tRNA(Ala) deacylase) (Gly-tRNA(Gly) deacylase)	dtd yihZ b3887 JW3858	Escherichia coli (strain K12)	145
AAD13450.1	P0ADQ2	reviewed	FABY_ECOLI	Probable acyltransferase FabY (EC 2.3.1.-)	fabY yiiD b3888 JW3859	Escherichia coli (strain K12)	329
AAD13451.4	P0ADQ5	reviewed	YIIE_ECOLI	Uncharacterized protein YiiE	yiiE b3889 JW5929	Escherichia coli (strain K12)	72
AAD13452.2	P0AFU6	reviewed	YIIF_ECOLI	Uncharacterized protein YiiF	yiiF b3890 JW5563	Escherichia coli (strain K12)	72
AAD13453.1	P13024	reviewed	FDHE_ECOLI	Protein FdhE	fdhE b3891 JW3862	Escherichia coli (strain K12)	309
AAD13454.1	P0AEL0	reviewed	FDOI_ECOLI	Formate dehydrogenase, cytochrome b556(fdo) subunit (Aerobic formate dehydrogenase cytochrome b556 subunit) (FDH-Z subunit gamma) (Formate dehydrogenase-O subunit gamma)	fdoI b3892 JW3863	Escherichia coli (strain K12)	211
AAD13455.1	P0AAJ5	reviewed	FDOH_ECOLI	Formate dehydrogenase-O iron-sulfur subunit (Aerobic formate dehydrogenase iron-sulfur subunit) (FDH-Z subunit beta) (Formate dehydrogenase-O subunit beta)	fdoH b3893 JW3864	Escherichia coli (strain K12)	300
AAD13456.1	P32176	reviewed	FDOG_ECOLI	Formate dehydrogenase-O major subunit (EC 1.17.1.9) (Aerobic formate dehydrogenase major subunit) (FDH-Z subunit alpha) (Formate dehydrogenase-O subunit alpha)	fdoG b3894 JW3865	Escherichia coli (strain K12)	1016
AAC76877.1	P32177	reviewed	FDHD_ECOLI	Sulfur carrier protein FdhD (Sulfurtransferase FdhD)	fdhD b3895 JW3866	Escherichia coli (strain K12)	277
AAC76878.1	P32151	reviewed	YIIG_ECOLI	Uncharacterized protein YiiG	yiiG b3896 JW3867	Escherichia coli (strain K12)	351
AAC76879.1	P32152	reviewed	FRVR_ECOLI	Putative frv operon regulatory protein [Includes: Putative phosphotransferase EIIA component (EC 2.7.1.-) (Putative PTS system EIIA component)]	frvR yiiH b3897 JW3868	Escherichia coli (strain K12)	582
AAC76880.1	P32153	reviewed	FRVX_ECOLI	Putative aminopeptidase FrvX (EC 3.4.11.-)	frvX yiiI b3898 JW3869	Escherichia coli (strain K12)	356
AAC76881.2	P32154	reviewed	PTFLB_ECOLI	Fructose-like PTS system EIIBC component [Includes: PTS system fructose-like EIIB component (EC 2.7.1.202) (Fructose-like phosphotransferase enzyme IIB component); PTS system fructose-like EIIC component (Fructose-like permease IIC component)]	frvB yiiJ b3899 JW5562	Escherichia coli (strain K12)	483
AAC76882.1	P32155	reviewed	PTFLA_ECOLI	PTS system fructose-like EIIA component (Fructose-like phosphotransferase enzyme IIA component)	frvA yiiK b3900 JW3871	Escherichia coli (strain K12)	148
AAC76883.1	P32156	reviewed	RHAM_ECOLI	L-rhamnose mutarotase (EC 5.1.3.32) (Rhamnose 1-epimerase) (Type-3 mutarotase)	rhaM yiiL b3901 JW3872	Escherichia coli (strain K12)	104
AAC76884.1	P32169	reviewed	RHAD_ECOLI	Rhamnulose-1-phosphate aldolase (EC 4.1.2.19)	rhaD rhuA b3902 JW3873	Escherichia coli (strain K12)	274
AAT48234.1	P32170	reviewed	RHAA_ECOLI	L-rhamnose isomerase (RhamIso) (EC 5.3.1.14)	rhaA b3903 JW5561	Escherichia coli (strain K12)	419
AAC76886.1	P32171	reviewed	RHAB_ECOLI	L-Rhamnulokinase (RhaB) (RhuK) (EC 2.7.1.5) (ATP:L-rhamnulose phosphotransferase) (L-rhamnulose 1-kinase) (Rhamnulose kinase)	rhaB b3904 JW3875	Escherichia coli (strain K12)	489
AAC76887.1	P09377	reviewed	RHAS_ECOLI	HTH-type transcriptional activator RhaS (L-rhamnose operon regulatory protein RhaS)	rhaS rhaC2 b3905 JW3876	Escherichia coli (strain K12)	278
AAC76888.2	P09378	reviewed	RHAR_ECOLI	HTH-type transcriptional activator RhaR (L-rhamnose operon transcriptional activator RhaR)	rhaR rhaC1 b3906 JW3877	Escherichia coli (strain K12)	282
AAC76889.1	P27125	reviewed	RHAT_ECOLI	L-rhamnose-proton symporter (L-rhamnose-H(+) transport protein)	rhaT b3907 JW3878	Escherichia coli (strain K12)	344
AAC76890.1	P00448	reviewed	SODM_ECOLI	Superoxide dismutase [Mn] (EC 1.15.1.1) (MnSOD)	sodA b3908 JW3879	Escherichia coli (strain K12)	206
AAC76891.2	P0A712	reviewed	KDGT_ECOLI	2-keto-3-deoxygluconate permease (KDG permease) (3-deoxy-2-oxo-D-gluconate-transport system)	kdgT b3909 JW5560	Escherichia coli (strain K12)	327
AAC76892.2	P32157	reviewed	YIIM_ECOLI	Protein YiiM	yiiM b3910 JW5559	Escherichia coli (strain K12)	224
AAC76893.1	P0AE82	reviewed	CPXA_ECOLI	Sensor histidine kinase CpxA (EC 2.7.13.3)	cpxA ecfB eup ssd b3911 JW3882	Escherichia coli (strain K12)	457
AAC76894.1	P0AE88	reviewed	CPXR_ECOLI	Transcriptional regulatory protein CpxR	cpxR yiiA b3912 JW3883	Escherichia coli (strain K12)	232
AAT48235.1	P0AE85	reviewed	CPXP_ECOLI	Periplasmic protein CpxP (ORF_o167) (Periplasmic accessory protein CpxP)	cpxP yiiO b4484 JW5558	Escherichia coli (strain K12)	166
