Gene Name	Accession-1	Left-End-Position	Right-End-Position	Product	Characterization	Genes in same transcription unit	Accession-1
yjcF	b4066	4281783	4283075	pentapeptide repeat-containing protein YjcF	UNCHARACTERIZED	yjcF	b4066
rplV	b3315	3449901	3450233	50S ribosomal subunit protein L22	WELL-CHARACTERIZED	rpsQ // rpmC // rplP // rpsC // rplV // rpsS // rplB // rplW // rplD // rplC // rpsJ	b3315
gnd	b2029	2099862	2101268	6-phosphogluconate dehydrogenase, decarboxylating	WELL-CHARACTERIZED	gndA // gnd	b2029
ycbJ	b0919	971752	972645	putative phosphotransferase YcbJ	PARTIAL	ycbJ	b0919
yggR	b2950	3094100	3095080	Type II/IV secretion system family protein	UNCHARACTERIZED	yggR	b2950
yciX	b4523	1335291	1335458	uncharacterized protein YciX	UNCHARACTERIZED	yciX // ymiA	b4523
potC	b1124	1182826	1183620	spermidine preferential ABC transporter membrane subunit PotC	WELL-CHARACTERIZED	potD // potC // potB // potA	b1124
ryjA	b4459	4277926	4278066	small RNA RyjA	PARTIAL	ryjA	b4459
ybcV	b0558	579184	579594	DLP12 prophage; DUF1398 domain-containing protein YbcV	UNCHARACTERIZED	ybcV	b0558
rnt	b1652	1728347	1728994	ribonuclease T	WELL-CHARACTERIZED	rnt // lhr	b1652
yqiI	b3048	3190632	3191696	putative fimbrial protein YqiI	PARTIAL	yqiI // yqiH // yqiG // insD5 // insC5 // insCD5	b3048
rzpR	b1362	1423345	1423644	Rac prophage; putative endopeptidase RzpR		rzpR // ydaW // ydaV // ydaU // ydaT // ydaS	b1362
ybgU	b4735	754674	754781	protein YbgU	UNCHARACTERIZED		b4735
yghX	b4658	3146856	3147691	putative hydrolase fragment		yghX	b4658
dacD	b2010	2081381	2082547	D-alanyl-D-alanine carboxypeptidase DacD	WELL-CHARACTERIZED	dacD	b2010
yfjQ	b2633	2768665	2769486	CP4-57 prophage; DUF932 domain-containing protein YfjQ	UNCHARACTERIZED	yfjQ // yfjP	b2633
ruvC	b1863	1946855	1947376	crossover junction endodeoxyribonuclease RuvC	WELL-CHARACTERIZED	nudB // yebC // ruvC	b1863
rutR	b1013	1074242	1074880	DNA-binding transcriptional regulator RutR	WELL-CHARACTERIZED	rutR	b1013
paaJ	b1397	1460893	1462098	&beta;-ketoadipyl-CoA thiolase	WELL-CHARACTERIZED	paaK // paaI // paaH // paaG // paaF // paaE // paaD // paaC // paaB // paaA // paaJ	b1397
uxaA	b3091	3241827	3243314	D-altronate dehydratase	WELL-CHARACTERIZED	uxaA // uxaC	b3091
endA	b2945	3090347	3091054	DNA-specific endonuclease I	WELL-CHARACTERIZED	endA	b2945
yqhC	b3010	3154262	3155218	DNA-binding transcriptional activator YqhC	WELL-CHARACTERIZED	yqhC	b3010
rdcA	b4109	4327135	4329363	regulator of diguanylate cyclase RdcA	WELL-CHARACTERIZED	rdcB // rdcA	b4109
pepP	b2908	3053515	3054840	Xaa-Pro aminopeptidase	WELL-CHARACTERIZED	ygfB // pepP // ubiH // ubiI	b2908
uxaC	b3092	3243329	3244741	D-glucoronate/D-galacturonate isomerase	WELL-CHARACTERIZED	uxaA // uxaC	b3092
tonB	b1252	1311089	1311808	Ton complex subunit TonB	WELL-CHARACTERIZED	tonB	b1252
yfgD	b2495	2617578	2617937	putative oxidoreductase YfgD	PARTIAL	yfgD // bepA	b2495
hicA	b4532	1509286	1509462	mRNA interferase toxin HicA	WELL-CHARACTERIZED	hicB // hicA	b4532
yedA	b1959	2029539	2030459	putative transporter YedA	PARTIAL	yedA	b1959
epmB	b4146	4374629	4375657	lysine 2,3-aminomutase	PARTIAL	epmB	b4146
tisA	b4617	3853443	3853556				b4617
yhaV	b3130	3277337	3277801	ribosome-dependent mRNA interferase toxin YhaV	WELL-CHARACTERIZED	yhaV // prlF	b3130
ttdR	b3060	3205324	3206256	Dan transcriptional activator // DNA-binding transcriptional activator Dan	WELL-CHARACTERIZED	ttdR	b3060
dacC	b0839	880727	881929	D-alanyl-D-alanine carboxypeptidase DacC	WELL-CHARACTERIZED	dacC	b0839
pheL	b2598	2737599	2737646	<i>phe</i> operon leader peptide	PARTIAL	pheA // pheL	b2598
paaD	b1391	1455925	1456422	phenylacetate degradation protein	PARTIAL	paaK // paaI // paaH // paaG // paaF // paaE // paaD // paaC // paaB // paaA // paaJ	b1391
ymjB	b4524	1381789	1381902	hypothetical protein YmjB		ymjB // ycjV // ycjU // ycjT // ycjS // ycjR // ycjQ // ycjP // ycjO // ycjN // ycjM // ompG	b4524
proM	b3799	3982735	3982811	tRNA-Pro(UGG)	WELL-CHARACTERIZED	argX // hisR // leuT // proM	b3799
yhdY	b3270	3421325	3422428	putative ABC transporter membrane subunit YhdY	PARTIAL	yhdZ // yhdY // yhdX // yhdW	b3270
cynS	b0340	359489	359959	cyanase	WELL-CHARACTERIZED	cynT // cynS // cynX	b0340
hcaR	b2537	2668006	2668896	DNA-binding transcriptional dual regulator HcaR	WELL-CHARACTERIZED	iroK // hcaR	b2537
ynfE	b1587	1658069	1660495	putative selenate reductase YnfE	PARTIAL	dmsD // ynfH // ynfG // ynfF // ynfE	b1587
ppk	b2501	2623044	2625110	polyphosphate kinase	WELL-CHARACTERIZED	ppx // ppk	b2501
yicT	b4653	3836425	3836556				b4653
leuP	b4369	4606200	4606286	tRNA-Leu(CAG)	WELL-CHARACTERIZED	leuP // leuQ // leuV	b4369
yhcF	b3219	3366926	3367642	DUF1120 domain-containing protein YhcF	UNCHARACTERIZED	yhcF	b3219
ymgN	b4816	1227368	1227427	protein YmgN	UNCHARACTERIZED		b4816
proL	b2189	2286211	2286287	tRNA-Pro(GGG)	WELL-CHARACTERIZED	proL	b2189
adhP	b1478	1552828	1553838	ethanol dehydrogenase / alcohol dehydrogenase	WELL-CHARACTERIZED	adhP	b1478
ycfK	b1154	1207501	1208130	e14 prophage; protein StfP	UNCHARACTERIZED	tfaP // ycfK // ymfQ // jayE // beeE // ymfR // ymfN // ymfM // ymfL // ymfT	b1154
cspE	b0623	657292	657501	transcription antiterminator and regulator of RNA stability CspE	WELL-CHARACTERIZED	cspE	b0623
pheA	b2599	2737745	2738905	fused chorismate mutase/prephenate dehydratase	WELL-CHARACTERIZED	pheA // pheL	b2599
stfR	b1372	1429049	1432411	Rac prophage; putative prophage side tail fiber protein StfR	PARTIAL	tfaR // stfR	b1372
emrY	b2367	2480638	2482176	tripartite efflux pump membrane subunit EmrY	WELL-CHARACTERIZED	emrY // emrK	b2367
lspA	b0027	25207	25701	lipoprotein signal peptidase	WELL-CHARACTERIZED	ribF // ispH // fkpB // lspA // ileS	b0027
cutA	b4137	4365018	4365356	copper binding protein CutA	WELL-CHARACTERIZED	cutA	b4137
ychE	b1242	1298598	1299245	MarC family putative inner membrane protein YchE	PARTIAL	ychE	b1242
dtpA	b1634	1712769	1714271	dipeptide/tripeptide:H<sup>+</sup> symporter DtpA	WELL-CHARACTERIZED	dtpA	b1634
yceH	b1067	1126157	1126804	DUF480 domain-containing protein YceH	UNCHARACTERIZED	yceH	b1067
glpA	b2241	2352647	2354275	anaerobic glycerol-3-phosphate dehydrogenase subunit A	WELL-CHARACTERIZED	glpA // glpB // glpC	b2241
csiE	b2535	2665435	2666715	stationary phase-inducible protein CsiE	UNCHARACTERIZED	csiE	b2535
yghG	b2971	3113067	3113477	outer membrane pilotin	PARTIAL	yghG	b2971
sokX	b4701	2887353	2887411	small RNA SokX	UNCHARACTERIZED	sokX	b4701
insEF2		391739	392901	IS3 element transposase	PARTIAL	insE2 // insF2 // insEF2	
yojI	b2211	2306972	2308615	ABC transporter family protein / microcin J25 efflux protein	WELL-CHARACTERIZED	yojI	b2211
motB	b1889	1975329	1976255	motility protein B	PARTIAL	motR // cheW // cheA // motB // motA	b1889
elyC	b0920	972622	973401	envelope biogenesis factor	PARTIAL	elyC	b0920
yqeA	b2874	3011461	3012393	putative amino acid kinase YqeA	PARTIAL	yqeA	b2874
yhfU	b3378	3507348	3507701	DUF2620 domain-containing protein YhfU	UNCHARACTERIZED	yhfX // yhfW // php // yhfU // yhfT // yhfS	b3378
astA	b1747	1829731	1830765	arginine N-succinyltransferase	WELL-CHARACTERIZED	astE // astB // astD // astA // astC	b1747
artJ	b0860	899844	900575	L-arginine ABC transporter periplasmic binding protein	WELL-CHARACTERIZED	artJ	b0860
yeiS	b2145	2233600	2233839	DUF2542 domain-containing protein YeiS	UNCHARACTERIZED	yeiS // sanA	b2145
ypdJ	b4545	2476094	2476234	CPS-53 (KpLE1) prophage; putative uncharacterized protein YpdJ	UNCHARACTERIZED	ypdJ	b4545
pmrR	b4703	4332116	4332205	small regulatory membrane protein PmrR	PARTIAL		b4703
tfaR	b1373	1432411	1432986	Rac prophage; putative tail fiber assembly protein TfaR	PARTIAL	tfaR // stfR	b1373
dxs	b0420	438315	440177	1-deoxy-D-xylulose-5-phosphate synthase	WELL-CHARACTERIZED	dxs // ispA // xseB // yajO	b0420
yfaS	b4500	2329798	2334402	putative macroglobulin family protein, N-terminal fragment		yfaA // yfaT // yfaS // yfaQ // yfaP	b4500
hcaC	b2540	2670908	2671228	putative 3-phenylpropionate/cinnamate dioxygenase ferredoxin subunit	WELL-CHARACTERIZED	hcaD // hcaB // hcaC // hcaF // hcaE	b2540
paoC	b0284	298736	300934	aldehyde dehydrogenase, molybdenum cofactor-binding subunit	WELL-CHARACTERIZED	paoA // paoB // paoC // paoD	b0284
yfbU	b2294	2412100	2412594	PF03887 family protein YfbU	UNCHARACTERIZED	yfbU // hxpA	b2294
ldtE	b1678	1757721	1758725	L,D-transpeptidase LdtE	WELL-CHARACTERIZED	ldtE	b1678
glsA	b0485	511641	512573	glutaminase 1	WELL-CHARACTERIZED	ybaT // glsA	b0485
metC	b3008	3152236	3153423	cystathionine &beta;-lyase / L-cysteine desulfhydrase / alanine racemase	WELL-CHARACTERIZED	metC	b3008
aaeB	b3240	3386221	3388188	aromatic carboxylic acid efflux pump subunit AaeB	WELL-CHARACTERIZED	aaeX // aaeA // aaeB	b3240
thpR	b0147	161501	162031	RNA 2',3'-cyclic phosphodiesterase	PARTIAL	thpR	b0147
naRNA5		4325905	4325981	naRNA5	UNCHARACTERIZED		
glyV	b4163	4392360	4392435	tRNA-Gly(GCC)	WELL-CHARACTERIZED	glyV // glyX // glyY	b4163
yjdN	b4107	4325298	4325741	PF06983 family protein YjdN	UNCHARACTERIZED	yjdN	b4107
thrU	b3976	4175388	4175463	tRNA-Thr(UGU)	WELL-CHARACTERIZED	tufB // thrU // tyrU // glyT // thrT	b3976
fucO	b2799	2931865	2933013	L-1,2-propanediol oxidoreductase	WELL-CHARACTERIZED	fucO // fucA	b2799
insAB4		1049833	1050530	InsAB' transposase	WELL-CHARACTERIZED	insB4 // insA4 // insAB4	
allE	b0515	543261	544046	(S)-ureidoglycine aminohydrolase	WELL-CHARACTERIZED	allE // allC // allD	b0515
gudX	b2788	2919406	2920746	glucarate dehydratase-related protein	PARTIAL	gudD // gudX // gudP	b2788
mutM	b3635	3810343	3811152	DNA-formamidopyrimidine glycosylase	WELL-CHARACTERIZED	yicR // mutM // rpmG // rpmB	b3635
atoB	b2224	2326109	2327293	acetyl-CoA acetyltransferase	WELL-CHARACTERIZED	atoB // atoD // atoA // atoE	b2224
yihM	b3873	4061165	4062145	putative TIM barrel domain-containing protein YihM	PARTIAL	yihM // yihL	b3873
cmk	b0910	961201	961884	cytidylate kinase	WELL-CHARACTERIZED	cmk // ihfB // rpsA	b0910
deaD	b3162	3305971	3307860	ATP-dependent RNA helicase DeaD	WELL-CHARACTERIZED	deaD // yrbN	b3162
yehF	b2115	2196474	2197298	PF05406 family protein YehF	UNCHARACTERIZED	yehF	b2115
borD	b0557	578600	578893	DLP12 prophage; prophage lipoprotein BorD	PARTIAL	borD	b0557
rseX	b4603	2033649	2033739	small regulatory RNA RseX	WELL-CHARACTERIZED	rseX	b4603
yfcG	b2302	2420621	2421268	disulfide bond oxidoreductase YfcG	WELL-CHARACTERIZED	yfcG	b2302
yciF	b1258	1315270	1315770	DUF892 domain-containing protein YciF	UNCHARACTERIZED	yciF // yciG // yciE	b1258
aceK	b4016	4218596	4220332	isocitrate dehydrogenase kinase/phosphatase	WELL-CHARACTERIZED	aceB // aceA // aceK	b4016
ylbG	b0502	529645	530016	putative DNA-binding transcriptional regulator YlbG	PARTIAL	ylbG	b0502
fadJ	b2341	2457015	2459159	multifunctional 3-hydroxyacyl-CoA dehydrogenase/3-hydroxyacyl-CoA epimerase/enoyl-CoA hydratase FadJ	WELL-CHARACTERIZED	fadJ // fadI	b2341
prmB	b2330	2447508	2448440	ribosomal protein L3 <i>N</i><sup>5</sup>-glutamine methyltransferase	WELL-CHARACTERIZED	prmB // aroC // mepA // yfcA // epmC // yfcL	b2330
dinB	b0231	250898	251953	DNA polymerase IV	WELL-CHARACTERIZED	yafP // yafO // yafN // dinB	b0231
rihC	b0030	27293	28207	ribonucleoside hydrolase RihC	WELL-CHARACTERIZED	rihC	b0030
malX	b1621	1699355	1700947	PTS enzyme IIBC component MalX	WELL-CHARACTERIZED	malX // malY	b1621
dgoA	b4477	3872995	3873612	2-dehydro-3-deoxy-6-phosphogalactonate aldolase	WELL-CHARACTERIZED	dgoR // dgoK // dgoA // dgoD // dgoT	b4477
yjhR	b4308	4535015	4536031	KpLE2 phage-like element; PLD-like domain-containing protein YjhR		yjhR	b4308
ykiC	b4731	383960	384079	protein YkiC	UNCHARACTERIZED	ykiC	b4731
ydiE	b1705	1789613	1789804	PF10636 family protein YdiE	UNCHARACTERIZED	ydiE	b1705
acnA	b1276	1335831	1338506	aconitate hydratase 1	WELL-CHARACTERIZED	ymiC // acnA	b1276
fabG	b1093	1150670	1151404	3-oxoacyl-[acyl-carrier-protein] reductase FabG	WELL-CHARACTERIZED	yceD // fabF // acpP // fabG // fabD // fabH // plsX // rpmF	b1093
cheW	b1887	1972836	1973339	chemotaxis protein CheW	WELL-CHARACTERIZED	motR // cheW // cheA // motB // motA	b1887
csrA	b2696	2818961	2819146	carbon storage regulator	PARTIAL	csrA	b2696
fliP	b1948	2021869	2022606	flagellar biosynthesis protein FliP	WELL-CHARACTERIZED	fliL // fliM // fliN // fliO // fliP // fliQ // fliR	b1948
flgD	b1075	1131854	1132549	flagellar biosynthesis, initiation of hook assembly	WELL-CHARACTERIZED	flgB // flgC // flgD // flgE // flgF // flgG // flgH // flgI // flgJ	b1075
mrdA	b0635	666316	668217	peptidoglycan DD-transpeptidase MrdA	WELL-CHARACTERIZED	rsfS // rlmH // mrdA // mrdB // rlpA	b0635
yobD	b1820	1904801	1905259	DUF986 domain-containing inner membrane protein YobD	UNCHARACTERIZED	manX // manY // manZ // yobD	b1820
pck	b3403	3532818	3534440	phosphoenolpyruvate carboxykinase (ATP)	WELL-CHARACTERIZED	pck	b3403
pdeG	b1168	1217328	1218851	putative cyclic di-GMP phosphodiesterase PdeG	PARTIAL	pdeG	b1168
dsbB	b1185	1232500	1233030	protein thiol:quinone oxidoreductase DsbB<sub>oxidized</sub> // protein thiol:quinone oxidoreductase DsbB	WELL-CHARACTERIZED	dsbB	b1185
mepK	b0926	983075	983623	peptidoglycan L,D-endopeptidase	WELL-CHARACTERIZED	gloC // mepK	b0926
wecF	b4481	3977525	3978604	TDP-<i>N</i>-acetylfucosamine:lipid II <i>N</i>-acetylfucosaminyltransferase	WELL-CHARACTERIZED	rffM // wzyE // wecF // wzxE // wecE // rffC // rffH // rffG // wecC // wecB // wzzE // rfe	b4481
gntP	b4321	4549953	4551296	fructuronate transporter	WELL-CHARACTERIZED	gntP	b4321
hisJ	b2309	2426006	2426788	histidine ABC transporter periplasmic binding protein	WELL-CHARACTERIZED	hisP // hisM // hisQ // hisJ // argT	b2309
rhsB	b3482	3619192	3623427	rhs element protein RhsB	UNCHARACTERIZED	rhsB	b3482
chiP	b0681	708334	709740	chitooligosaccharide outer membrane channel	WELL-CHARACTERIZED	chiZ // chiP // chiQ	b0681
dmsB	b0895	943414	944031	dimethyl sulfoxide reductase subunit B	WELL-CHARACTERIZED	dmsB // dmsA // dmsC	b0895
ymdG	b4737	1079120	1079146	protein YmdG	UNCHARACTERIZED	ymdG	b4737
mtr	b3161	3304573	3305817	tryptophan:H<sup>+</sup> symporter Mtr	WELL-CHARACTERIZED	mtr	b3161
csgF	b1038	1101711	1102127	curli assembly component CsgF	WELL-CHARACTERIZED	csgG // csgF // csgE // csgD	b1038
glrR	b2554	2687469	2688803	DNA-binding transcriptional activator GlrR-phosphorylated // DNA-binding transcriptional activator GlrR	WELL-CHARACTERIZED	glrR // glnB	b2554
yehE	b2112	2192515	2192796	DUF2574 domain-containing protein YehE	UNCHARACTERIZED	yehE	b2112
rlmC	b0859	898518	899645	23S rRNA m<sup>5</sup>U747 methyltransferase	WELL-CHARACTERIZED	rlmC // ybjO	b0859
gspA	b3323	3453929	3455398	cryptic type II secretion system protein GspA	WELL-CHARACTERIZED	gspB // gspA	b3323
yqaA	b2689	2816512	2816940	DedA family protein YqaA	PARTIAL	yqaB // yqaA	b2689
tamA	b4220	4442382	4444115	translocation and assembly module subunit TamA	PARTIAL	ytfP // tamB // tamA	b4220
rplK	b3983	4178447	4178875	50S ribosomal subunit protein L11	WELL-CHARACTERIZED	rplA // rplK // rplJ // rplL // rpoC // rpoB	b3983
phoA	b0383	401747	403162	alkaline phosphatase	WELL-CHARACTERIZED	phoA // psiF	b0383
hmp	b2552	2685835	2687025	nitric oxide dioxygenase	WELL-CHARACTERIZED	hmp	b2552
yebG	b1848	1930457	1930747	DNA damage-inducible protein YebG	PARTIAL	yebG	b1848
btuE	b1710	1793558	1794109	thioredoxin/glutathione peroxidase BtuE	WELL-CHARACTERIZED	btuD // btuC // btuE	b1710
yhiM	b3491	3634841	3635893	inner membrane protein YhiM	UNCHARACTERIZED	yhiM	b3491
ymjD	b4673	1390868	1390933	uncharacterized protein YmjD	UNCHARACTERIZED	ymjD // ycjY // ymjC // mpaA	b4673
dpiA	b0620	653862	654542	DNA-binding transcriptional dual regulator DpiA-phosphorylated // DNA-binding transcriptional dual regulator DpiA	WELL-CHARACTERIZED	dpiA // dpiB	b0620
yfcJ	b2322	2438942	2440120	putative transporter YfcJ	PARTIAL	yfcJ	b2322
yqgB	b2939	3085920	3086051	acid stress response protein YqgB	PARTIAL	yqgB	b2939
ydeI	b1536	1624105	1624497	BOF family protein YdeI	PARTIAL	ydeI	b1536
yjhP	b4306	4532437	4533183	KpLE2 phage-like element; putative methyltransferase YjhP	PARTIAL	yjhP	b4306
nlpA	b3661	3839175	3839993	lipoprotein-28	PARTIAL	nlpA	b3661
pgaB	b1023	1087839	1089857	poly-&beta;-1,6-<i>N</i>-acetyl-D-glucosamine <i>N</i>-deacetylase and &beta;-1,6 glycoside hydrolase	WELL-CHARACTERIZED	pgaD // pgaC // pgaB // pgaA	b1023
recO	b2565	2701741	2702469	recombination mediator protein RecO	PARTIAL	recO // era // rnc // acpS // pdxJ	b2565
hybE	b2992	3140311	3140799	hydrogenase 2-specific chaperone	WELL-CHARACTERIZED	hybO // hybG // hybF // hybE // hybD // hybC // hybB // hybA	b2992
ytfF	b4210	4432091	4433056	inner membrane protein YtfF	UNCHARACTERIZED	ytfF	b4210
yhdU	b3263	3412621	3412800	DUF2556 domain-containing protein YhdU	UNCHARACTERIZED	yhdU	b3263
yhgE	b3402	3530715	3532439	putative transport protein YhgE	PARTIAL	yhgE	b3402
plaP	b2014	2085704	2087062	putrescine:H+ symporter PlaP	WELL-CHARACTERIZED	plaP	b2014
flgJ	b1081	1137371	1138312	putative peptidoglycan hydrolase FlgJ	PARTIAL	flgB // flgC // flgD // flgE // flgF // flgG // flgH // flgI // flgJ	b1081
ymdE	b1028	1095544	1095846	putative uncharacterized protein YmdE		ycdU // ymdE	b1028
gntT	b3415	3546559	3547875	high-affinity gluconate transporter	WELL-CHARACTERIZED	gntT	b3415
pdxI	b1406	1474221	1475081	pyridoxal reductase	WELL-CHARACTERIZED	pdxI	b1406
lacY	b0343	361926	363179	lactose permease	WELL-CHARACTERIZED	lacA // lacY // lacZ	b0343
tcyP	b1729	1810934	1812325	cystine/sulfocysteine:cation symporter	WELL-CHARACTERIZED	tcyP	b1729
lyxK	b3580	3747084	3748580	L-xylulose kinase	WELL-CHARACTERIZED	yiaM // sgbE // sgbU // sgbH // lyxK // yiaO // yiaN // yiaL // yiaK	b3580
intQ	b1579	1651512	1652708	Qin prophage; putative defective integrase		intQ // insD7 // ydfE // ydfD // dicB // dicF // ydfC // ydfB // ydfA	b1579
mltD	b0211	232597	233955	membrane-bound lytic murein transglycosylase D	WELL-CHARACTERIZED	mltD	b0211
hicB	b1438	1509508	1509924	antitoxin of the HicA-HicB toxin-antitoxin system /  DNA-binding transcriptional repressor HicB	PARTIAL	hicB // hicA	b1438
yfiL	b2602	2741360	2741725	DUF2799 domain-containing lipoprotein YfiL	UNCHARACTERIZED	yfiL	b2602
rplB	b3317	3450543	3451364	50S ribosomal subunit protein L2	WELL-CHARACTERIZED	rpsQ // rpmC // rplP // rpsC // rplV // rpsS // rplB // rplW // rplD // rplC // rpsJ	b3317
ykiA	b0392	408609	408950	DUF2773 domain-containing protein YkiA		ykiA	b0392
ydhF	b1647	1724736	1725632	putative oxidoreductase YdhF	PARTIAL	ydhF	b1647
yccX	b0968	1030064	1030342	acylphosphatase	WELL-CHARACTERIZED	yccX	b0968
ydeO	b1499	1582926	1583687	DNA-binding transcriptional dual regulator YdeO	WELL-CHARACTERIZED	safA // ydeO	b1499
btuF	b0158	177662	178462	vitamin B<sub>12</sub> ABC transporter periplasmic binding protein	WELL-CHARACTERIZED	mtn // btuF // yadS	b0158
cdaR	b0162	182463	183620	DNA-binding transcriptional activator CdaR	WELL-CHARACTERIZED	cdaR	b0162
yqhJ	b4786	3111266	3111325	protein YqhJ	UNCHARACTERIZED	yqhJ	b4786
ybgS	b0753	784937	785317	PF13985 family protein YbgS	UNCHARACTERIZED	ybgS	b0753
ybfO	b0703	734220	735653	RHS repeats-containing protein YbfO		ybfC // ybfO	b0703
dksA	b0145	160149	160604	RNA polymerase-binding transcription factor DksA	WELL-CHARACTERIZED	sfsA // gluQ // dksA	b0145
ydiZ	b1724	1807400	1807690	putative endoribonuclease YdiZ	PARTIAL	ydiZ	b1724
yhfW	b3380	3508587	3509813	putative mutase YhfW	PARTIAL	yhfX // yhfW // php // yhfU // yhfT // yhfS	b3380
ampC	b4150	4377811	4378944	&beta;-lactamase	WELL-CHARACTERIZED	ampC	b4150
yffQ	b2448	2563592	2563969	CPZ-55 prophage; uncharacterized protein YffQ	UNCHARACTERIZED	yffR // yffQ	b2448
yajC	b0407	427287	427619	Sec translocon accessory complex subunit YajC	WELL-CHARACTERIZED	tgt // secF // secD // yajC	b0407
lapB	b1280	1340558	1341727	lipopolysaccharide assembly protein B	PARTIAL	yciH // pyrF // lapB // lapA	b1280
nupG	b2964	3105714	3106970	nucleoside:H<sup>+</sup> symporter NupG	WELL-CHARACTERIZED	nupG // mltC // yggX // mutY	b2964
ppnN	b2795	2926308	2927672	nucleotide 5'-monophosphate nucleosidase	WELL-CHARACTERIZED	ppnN	b2795
rusA	b0550	573371	573733	DLP12 prophage; crossover junction endodeoxyribonuclease RusA	PARTIAL	ylcG // rusA // ybcO // ninE // ybcN	b0550
rhoL	b3782	3966231	3966332	<i>rho</i> operon leader peptide	PARTIAL	rhoL // rho	b3782
ycbF	b0944	1003947	1004657	putative fimbrial chaperone YcbF	PARTIAL	ycbF // ycbV // ycbU // elfG // elfC // elfD	b0944
insD6	b4273	4498595	4499500	KpLE2 phage-like element; IS2 insertion element protein InsB	UNCHARACTERIZED	insD6 // insC6 // insCD6	b4273
waaP	b3630	3805153	3805950	lipopolysaccharide core heptose (I) kinase	WELL-CHARACTERIZED	rirA // waaY // waaJ // waaO // waaB // waaS // waaP // waaG // waaQ // waaU // waaZ	b3630
ecnA	b4410	4376317	4376442	entericidin A lipoprotein, antidote to entericidin B	PARTIAL	ecnA // ecnB	b4410
degS	b3235	3382200	3383267	serine endoprotease	WELL-CHARACTERIZED	degS // degQ	b3235
ispG	b2515	2640686	2641804	(<em>E</em>)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (flavodoxin)	WELL-CHARACTERIZED	ispG // sroE	b2515
ykfB	b0250	265620	266087	CP4-6 prophage; protein YkfB	UNCHARACTERIZED	yafY // ykfI // yafW // ykfH // ykfG // yafX // ykfF // ykfB	b0250
opgB	b4359	4597150	4599441	phosphoglycerol transferase II // phosphoglycerol transferase I	WELL-CHARACTERIZED	opgB	b4359
ybcF	b0521	550439	551332	putative carbamate kinase	PARTIAL	ybcF // ylbF // ylbE // fdrA	b0521
galK	b0757	788831	789979	galactokinase	WELL-CHARACTERIZED	galM // galK // galT // galE	b0757
