gene,allele,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs,bnum
Ecoli_C56507,Ecoli_C56507A96,155864.EDL933_2324,1.34e-177,497.0,"COG3723@1|root,COG3723@2|Bacteria,1R6DB@1224|Proteobacteria,1RZZ3@1236|Gammaproteobacteria,3XN6G@561|Escherichia",2|Bacteria,L,Binds to single-stranded DNA and also promotes the renaturation of complementary single-stranded DNA. Function in recombination. Has a function,recT,"GO:0000724,GO:0000725,GO:0000731,GO:0003674,GO:0003676,GO:0003677,GO:0003697,GO:0005488,GO:0005575,GO:0006139,GO:0006259,GO:0006281,GO:0006302,GO:0006310,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0006996,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0016043,GO:0018130,GO:0019438,GO:0032392,GO:0032508,GO:0032991,GO:0032993,GO:0033554,GO:0034641,GO:0034645,GO:0034654,GO:0043150,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0046483,GO:0050896,GO:0051276,GO:0051716,GO:0071103,GO:0071704,GO:0071840,GO:0071897,GO:0090304,GO:0097159,GO:1901360,GO:1901362,GO:1901363,GO:1901576",-,ko:K07455,-,-,-,-,"ko00000,ko03400",-,-,-,RecT,b1349
Ecoli_C272455,,,,,,,,,,,,,,,,,,,,,,b4682
Ecoli_C31105,Ecoli_C31105A370,198214.SF0535,4.9400000000000005e-276,755.0,"COG3053@1|root,COG3053@2|Bacteria,1NGEJ@1224|Proteobacteria,1RMMV@1236|Gammaproteobacteria",2|Bacteria,H,Acetylation of prosthetic group (2-(5''-phosphoribosyl)- 3'-dephosphocoenzyme-A) of the gamma subunit of citrate lyase,citC,"GO:0003674,GO:0003824,GO:0006464,GO:0006807,GO:0008150,GO:0008152,GO:0008771,GO:0009987,GO:0016874,GO:0016877,GO:0016878,GO:0019538,GO:0036211,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0071704,GO:1901564",6.2.1.22,ko:K01910,"ko02020,map02020",-,R04449,"RC00012,RC00039","ko00000,ko00001,ko01000",-,-,-,"Acetyltransf_1,Acetyltransf_10,Citrate_ly_lig",b0618
Ecoli_C112849,Ecoli_C112849A138,155864.EDL933_0973,8.97e-112,322.0,"COG3226@1|root,COG3226@2|Bacteria,1R94Q@1224|Proteobacteria,1S24A@1236|Gammaproteobacteria,3XMEA@561|Escherichia",2|Bacteria,K,"Regulates the expression of a number of genes involved in biofilm formation and stress response. Target genes include six stress-response transcriptional regulators csgD, which is a master regulator of biofilm formation, appY, sxy, ycgF, fimB and rcdA itself. This indicates that a large number of genes must be regulated indirectly via these transcriptional regulators. Acts by binding to the upstream region of its target genes",ybjK,"GO:0000976,GO:0001067,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003700,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006351,GO:0006355,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0016070,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0031323,GO:0031326,GO:0032774,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0043565,GO:0044212,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0071704,GO:0080090,GO:0090304,GO:0097159,GO:0097659,GO:0140110,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1903506,GO:1990837,GO:2000112,GO:2001141",-,-,-,-,-,-,-,-,-,-,"TetR_C_6,TetR_N",b0846
Ecoli_C34268,Ecoli_C34268A68,316407.85674429,2.47e-180,510.0,"COG1319@1|root,COG1319@2|Bacteria,1MVJS@1224|Proteobacteria,1RY6A@1236|Gammaproteobacteria,3XP71@561|Escherichia",2|Bacteria,F,xanthine dehydrogenase activity,yagS,"GO:0000166,GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005623,GO:0008150,GO:0008152,GO:0016491,GO:0016903,GO:0036094,GO:0042597,GO:0043167,GO:0043168,GO:0044464,GO:0048037,GO:0050660,GO:0050662,GO:0055114,GO:0097159,GO:1901265,GO:1901363",1.17.1.4,ko:K11178,"ko00230,ko01100,ko01120,map00230,map01100,map01120",M00546,"R01768,R02103",RC00143,"ko00000,ko00001,ko00002,ko01000",-,-,-,"CO_deh_flav_C,FAD_binding_5",b0285
Ecoli_C50673,Ecoli_C50673A0,155864.EDL933_4075,3.47e-215,595.0,"COG0549@1|root,COG0549@2|Bacteria,1MWXC@1224|Proteobacteria,1RP78@1236|Gammaproteobacteria,3XN33@561|Escherichia",2|Bacteria,E,Belongs to the carbamate kinase family,arcC,"GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006520,GO:0006525,GO:0006527,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008804,GO:0009056,GO:0009063,GO:0009064,GO:0009065,GO:0009987,GO:0016054,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016774,GO:0019546,GO:0019752,GO:0043436,GO:0044237,GO:0044238,GO:0044248,GO:0044281,GO:0044282,GO:0044424,GO:0044444,GO:0044464,GO:0046395,GO:0071704,GO:1901564,GO:1901565,GO:1901575,GO:1901605,GO:1901606",2.7.2.2,ko:K00926,"ko00220,ko00230,ko00910,ko01100,ko01120,ko01200,map00220,map00230,map00910,map01100,map01120,map01200",-,"R00150,R01395","RC00002,RC00043,RC02803,RC02804","ko00000,ko00001,ko01000",-,-,"iAPECO1_1312.APECO1_3652,iECABU_c1320.ECABU_c31550,iECED1_1282.ECED1_3334,iECIAI39_1322.ECIAI39_3289,iECNA114_1301.ECNA114_2915,iECOK1_1307.ECOK1_3260,iECS88_1305.ECS88_3153,iECSF_1327.ECSF_0300,iECSF_1327.ECSF_2670,iECUMN_1333.ECUMN_0561,iUMN146_1321.UM146_02150,iUTI89_1310.UTI89_C3259,ic_1306.c3452",AA_kinase,b2874
Ecoli_C31182,Ecoli_C31182A219,198214.SF2059,1.05e-237,657.0,"COG2038@1|root,COG2038@2|Bacteria,1MVAM@1224|Proteobacteria,1RNPV@1236|Gammaproteobacteria",2|Bacteria,F,"Catalyzes the synthesis of alpha-ribazole-5'-phosphate from nicotinate mononucleotide (NAMN) and 5,6- dimethylbenzimidazole (DMB)",cobT,"GO:0003674,GO:0003824,GO:0006725,GO:0006766,GO:0006767,GO:0006807,GO:0008150,GO:0008152,GO:0008939,GO:0009058,GO:0009110,GO:0009235,GO:0009236,GO:0009987,GO:0016740,GO:0016757,GO:0016763,GO:0017144,GO:0018130,GO:0019438,GO:0033013,GO:0033014,GO:0034641,GO:0042364,GO:0044237,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0046483,GO:0051186,GO:0051188,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576","2.4.2.21,6.3.5.11,6.3.5.9","ko:K00768,ko:K02224","ko00860,ko01100,ko01120,map00860,map01100,map01120",M00122,"R04148,R05224,R05815","RC00010,RC00033,RC00063,RC01301","ko00000,ko00001,ko00002,ko01000",-,-,"iSDY_1059.SDY_2242,iSF_1195.SF2059,iSFxv_1172.SFxv_2293,iS_1188.S2169",DBI_PRT,b1991
Ecoli_C50666,Ecoli_C50666A228,199310.c4395,4.32e-198,550.0,"COG1414@1|root,COG1414@2|Bacteria,1MUNW@1224|Proteobacteria,1RRE5@1236|Gammaproteobacteria,3XMNS@561|Escherichia",2|Bacteria,K,transcriptional,yiaJ,"GO:0003674,GO:0003676,GO:0003677,GO:0003700,GO:0005488,GO:0006355,GO:0008150,GO:0009889,GO:0009890,GO:0009892,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0019219,GO:0019222,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0045892,GO:0045934,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:0140110,GO:1901363,GO:1902679,GO:1903506,GO:1903507,GO:2000112,GO:2000113,GO:2001141",-,"ko:K19333,ko:K21602",-,-,-,-,"ko00000,ko03000",-,-,-,"HTH_IclR,IclR",b3574
Ecoli_C15424,Ecoli_C15424A547,155864.EDL933_0389,0.0,1021.0,"COG3829@1|root,COG3829@2|Bacteria,1NU8B@1224|Proteobacteria,1RMHY@1236|Gammaproteobacteria,3XMTX@561|Escherichia",2|Bacteria,K,propionate catabolism operon regulatory protein,prpR,"GO:0003674,GO:0003700,GO:0006355,GO:0008150,GO:0009314,GO:0009628,GO:0009889,GO:0009890,GO:0009891,GO:0009892,GO:0009893,GO:0010468,GO:0010556,GO:0010557,GO:0010558,GO:0010604,GO:0010605,GO:0010628,GO:0010629,GO:0019219,GO:0019222,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031327,GO:0031328,GO:0045892,GO:0045893,GO:0045934,GO:0045935,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051172,GO:0051173,GO:0051252,GO:0051253,GO:0051254,GO:0060255,GO:0065007,GO:0080090,GO:0140110,GO:1902679,GO:1902680,GO:1903506,GO:1903507,GO:1903508,GO:2000112,GO:2000113,GO:2001141",-,"ko:K02688,ko:K11914",-,-,-,-,"ko00000,ko02044,ko03000",-,-,-,"HTH_8,PAS,PAS_4,PAS_8,PrpR_N,Sigma54_activat",b0330
Ecoli_C13500,Ecoli_C13500A94,469008.B21_02096,0.0,1056.0,"COG0579@1|root,COG0579@2|Bacteria,1MUCC@1224|Proteobacteria,1RRBV@1236|Gammaproteobacteria,3XPAI@561|Escherichia",2|Bacteria,C,malate dehydrogenase (menaquinone) activity,mqo,"GO:0000166,GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0008150,GO:0008152,GO:0008924,GO:0009898,GO:0016020,GO:0016491,GO:0016614,GO:0016615,GO:0016901,GO:0036094,GO:0043167,GO:0043168,GO:0044424,GO:0044425,GO:0044444,GO:0044459,GO:0044464,GO:0048037,GO:0050660,GO:0050662,GO:0055114,GO:0071944,GO:0097159,GO:0098552,GO:0098562,GO:1901265,GO:1901363",1.1.5.4,ko:K00116,"ko00020,ko00620,ko01100,ko01110,ko01120,ko01130,ko01200,map00020,map00620,map01100,map01110,map01120,map01130,map01200","M00009,M00011","R00360,R00361,R01257",RC00031,"ko00000,ko00001,ko00002,ko01000",-,-,"iE2348C_1286.E2348C_2355,iEC55989_1330.EC55989_2465,iJN746.PP_1251,iSB619.SA_RS12375",Mqo,b2210
Ecoli_C24911,Ecoli_C24911A0,316407.85677045,1.92e-299,818.0,"COG3775@1|root,COG3775@2|Bacteria,1MVRC@1224|Proteobacteria,1RQ76@1236|Gammaproteobacteria,3XR17@561|Escherichia",2|Bacteria,G,"The phosphoenolpyruvate-dependent sugar phosphotransferase system (PTS), a major carbohydrate active -transport system, catalyzes the phosphorylation of incoming sugar substrates concomitant with their translocation across the cell membrane",sgcC,"GO:0003674,GO:0003824,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0008150,GO:0008643,GO:0009401,GO:0015144,GO:0015791,GO:0015796,GO:0015850,GO:0016020,GO:0016740,GO:0016772,GO:0016773,GO:0022804,GO:0022857,GO:0034219,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071944,GO:0090563,GO:0090584",-,ko:K02775,"ko00052,ko01100,ko02060,map00052,map01100,map02060",M00279,R05570,"RC00017,RC03206","ko00000,ko00001,ko00002,ko02000",4.A.5.1,-,-,EIIC-GAT,b4304
Ecoli_C18610,Ecoli_C18610A324,316407.85675537,0.0,981.0,"COG2723@1|root,COG2723@2|Bacteria,1MWG6@1224|Proteobacteria,1RMM2@1236|Gammaproteobacteria,3XNCY@561|Escherichia",2|Bacteria,G,"Catalyzes the hydrolysis of phosphorylated beta- glucosides into glucose-6-phosphate (G-6-P) and aglycone. It has a high affinity for phosphorylated aromatic beta-glucosides (p- nitrophenyl-beta-glucoside, phenyl beta-glucoside, arbutin and phosphorylated salicin), and a low affinity for phosphorylated beta-methyl-glucoside",ascB,"GO:0003674,GO:0003824,GO:0004553,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0005984,GO:0008150,GO:0008152,GO:0008422,GO:0008706,GO:0009056,GO:0009311,GO:0009313,GO:0009987,GO:0015926,GO:0016052,GO:0016787,GO:0016798,GO:0044237,GO:0044238,GO:0044248,GO:0044262,GO:0044275,GO:0044424,GO:0044444,GO:0044464,GO:0046352,GO:0071704,GO:1901135,GO:1901575,GO:1901657,GO:2000891,GO:2000892","3.2.1.21,3.2.1.86","ko:K01223,ko:K05350","ko00010,ko00460,ko00500,ko00940,ko01100,ko01110,map00010,map00460,map00500,map00940,map01100,map01110",-,"R00026,R00839,R02558,R02887,R02985,R03527,R04949,R04998,R05133,R05134,R10035,R10039,R10040","RC00049,RC00059,RC00171,RC00262,RC00397,RC00451,RC00714,RC00746,RC01248","ko00000,ko00001,ko01000",-,GT1,iSSON_1240.SSON_3054,Glyco_hydro_1,b2716
Ecoli_C154726,Ecoli_C154726A84,316407.85675031,7.53e-70,212.0,"COG1742@1|root,COG1742@2|Bacteria,1MZI8@1224|Proteobacteria,1SA4U@1236|Gammaproteobacteria,3XPXU@561|Escherichia",2|Bacteria,S,"Uncharacterised BCR, YnfA/UPF0060 family",ynfA,"GO:0005575,GO:0005576,GO:0005623,GO:0005886,GO:0005887,GO:0016020,GO:0016021,GO:0031224,GO:0031226,GO:0044425,GO:0044459,GO:0044464,GO:0071944",-,ko:K09771,-,-,-,-,"ko00000,ko02000",2.A.7.26,-,-,UPF0060,b1582
Ecoli_C1368,Ecoli_C1368A744,155864.EDL933_0656,0.0,2544.0,"COG1020@1|root,COG3319@1|root,COG1020@2|Bacteria,COG3319@2|Bacteria,1QK4F@1224|Proteobacteria,1RPAG@1236|Gammaproteobacteria,3XMWV@561|Escherichia",2|Bacteria,Q,"Activates the carboxylate group of L-serine via ATP- dependent PPi exchange reactions to the aminoacyladenylate, preparing that molecule for the final stages of enterobactin synthesis. Holo-EntF acts as the catalyst for the formation of the three amide and three ester bonds present in the cyclic (2,3- dihydroxybenzoyl)serine trimer enterobactin, using seryladenylate and acyl-holo-EntB (acylated with 2,3-dihydroxybenzoate by EntE)",entF,"GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006082,GO:0006518,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009237,GO:0009238,GO:0009239,GO:0009366,GO:0009712,GO:0009713,GO:0009987,GO:0016020,GO:0016740,GO:0016772,GO:0016779,GO:0016874,GO:0016879,GO:0016881,GO:0018130,GO:0018958,GO:0019184,GO:0019290,GO:0019438,GO:0019540,GO:0019748,GO:0019752,GO:0019842,GO:0031177,GO:0032991,GO:0033218,GO:0034641,GO:0036094,GO:0043038,GO:0043041,GO:0043043,GO:0043167,GO:0043168,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0044550,GO:0046189,GO:0046483,GO:0047527,GO:0048037,GO:0051186,GO:0051188,GO:0071704,GO:0071944,GO:0072341,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901615,GO:1901617",6.3.2.14,ko:K02364,"ko01053,ko01110,ko01130,map01053,map01110,map01130",-,R07644,"RC00162,RC03046","ko00000,ko00001,ko01000,ko01008",-,-,"iECO111_1330.ECO111_0616,iECO26_1355.ECO26_0661,iECSE_1348.ECSE_0653,iEcolC_1368.EcolC_3058","AMP-binding,AMP-binding_C,Condensation,PP-binding,Thioesterase",b0586
Ecoli_C240421,,,,,,,,,,,,,,,,,,,,,,b1558
Ecoli_C30494,Ecoli_C30494A279,362663.ECP_0625,7.3e-263,723.0,"COG1169@1|root,COG1169@2|Bacteria,1MVB7@1224|Proteobacteria,1RRBX@1236|Gammaproteobacteria,3XNJD@561|Escherichia",2|Bacteria,HQ,"Involved in the biosynthesis of the siderophore enterobactin (macrocyclic trimeric lactone of N-(2,3- dihydroxybenzoyl)-serine). Catalyzes the reversible conversion of chorismate to isochorismate",entC,"GO:0000287,GO:0003674,GO:0003824,GO:0005488,GO:0006518,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008909,GO:0009058,GO:0009237,GO:0009238,GO:0009239,GO:0009712,GO:0009713,GO:0009987,GO:0016853,GO:0016866,GO:0018130,GO:0018958,GO:0019184,GO:0019290,GO:0019438,GO:0019540,GO:0019748,GO:0034641,GO:0043043,GO:0043167,GO:0043169,GO:0043603,GO:0043604,GO:0044237,GO:0044249,GO:0044271,GO:0044550,GO:0046189,GO:0046483,GO:0046872,GO:0050486,GO:0051186,GO:0051188,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901615,GO:1901617",5.4.4.2,"ko:K01851,ko:K02361,ko:K02552","ko00130,ko01053,ko01100,ko01110,ko01130,map00130,map01053,map01100,map01110,map01130",M00116,R01717,RC00588,"ko00000,ko00001,ko00002,ko01000",-,-,"iEC55989_1330.EC55989_0585,iECIAI1_1343.ECIAI1_0577,iECIAI39_1322.ECIAI39_2413,iECO103_1326.ECO103_0601,iECO111_1330.ECO111_0623,iECO26_1355.ECO26_0668,iECW_1372.ECW_m0648,iEKO11_1354.EKO11_3272,iEcE24377_1341.EcE24377A_0613,iSbBS512_1146.SbBS512_E0495,iUMNK88_1353.UMNK88_626,iWFL_1372.ECW_m0648",Chorismate_bind,b0593
Ecoli_C111150,Ecoli_C111150A232,316407.1742465,1.0900000000000001e-103,302.0,"COG3539@1|root,COG3539@2|Bacteria,1N7VK@1224|Proteobacteria,1T0XP@1236|Gammaproteobacteria",2|Bacteria,NU,Fimbrial protein,ydeS,"GO:0005575,GO:0005623,GO:0009289,GO:0042995,GO:0044464",-,"ko:K07345,ko:K07348","ko05133,map05133",-,-,-,"ko00000,ko00001,ko02035,ko02044",-,-,-,Fimbrial,b1504
Ecoli_C31154,Ecoli_C31154A87,316407.1736416,3.2499999999999996e-270,741.0,"COG2807@1|root,COG2807@2|Bacteria,1MXGT@1224|Proteobacteria,1RNWA@1236|Gammaproteobacteria,3XMU7@561|Escherichia",2|Bacteria,P,response to antibiotic,yeaN,"GO:0005575,GO:0005623,GO:0005886,GO:0008150,GO:0016020,GO:0042221,GO:0044464,GO:0046677,GO:0050896,GO:0071944",-,ko:K03449,-,-,-,-,"ko00000,ko02000",2.A.1.17,-,-,MFS_1,b1791
Ecoli_C41991,Ecoli_C41991A117,155864.EDL933_0842,2.5500000000000003e-223,617.0,"COG0583@1|root,COG0583@2|Bacteria,1MUWX@1224|Proteobacteria,1RYWC@1236|Gammaproteobacteria,3XMJF@561|Escherichia",2|Bacteria,K,transcriptional regulator,ybhD,"GO:0000976,GO:0000984,GO:0000986,GO:0000987,GO:0001017,GO:0001067,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0043565,GO:0044212,GO:0044424,GO:0044444,GO:0044464,GO:0097159,GO:1901363,GO:1990837",-,-,-,-,-,-,-,-,-,-,"HTH_1,LysR_substrate",b0768
Ecoli_C28126,Ecoli_C28126A222,199310.c4904,4.41e-242,670.0,"COG0371@1|root,COG0371@2|Bacteria,1MWAE@1224|Proteobacteria,1RN9F@1236|Gammaproteobacteria,3XMX6@561|Escherichia",2|Bacteria,C,"Catalyzes the NAD-dependent oxidation of glycerol to dihydroxyacetone (glycerone). Allows microorganisms to utilize glycerol as a source of carbon under anaerobic conditions. In E.coli, an important role of GldA is also likely to regulate the intracellular level of dihydroxyacetone by catalyzing the reverse reaction, i.e. the conversion of dihydroxyacetone into glycerol. Possesses a broad substrate specificity, since it is also able to oxidize 1,2-propanediol and to reduce glycolaldehyde, methylglyoxal and hydroxyacetone into ethylene glycol, lactaldehyde and 1,2-propanediol, respectively",gldA,"GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0006066,GO:0006071,GO:0006081,GO:0006091,GO:0006113,GO:0008150,GO:0008152,GO:0008888,GO:0009056,GO:0009438,GO:0009987,GO:0015980,GO:0016052,GO:0016491,GO:0016614,GO:0016616,GO:0019147,GO:0019400,GO:0019405,GO:0019563,GO:0019588,GO:0019662,GO:0019751,GO:0042180,GO:0042182,GO:0042802,GO:0044237,GO:0044238,GO:0044248,GO:0044262,GO:0044275,GO:0044281,GO:0044282,GO:0044424,GO:0044444,GO:0044464,GO:0046164,GO:0046174,GO:0046185,GO:0051596,GO:0055114,GO:0071704,GO:1901575,GO:1901615,GO:1901616","1.1.1.261,1.1.1.6","ko:K00005,ko:K00096,ko:K08317","ko00561,ko00564,ko00640,ko01100,map00561,map00564,map00640,map01100",-,"R01034,R05679,R05680,R10715,R10717","RC00029,RC00117,RC00670","ko00000,ko00001,ko01000",-,-,"iAF1260.b3945,iB21_1397.B21_03780,iBWG_1329.BWG_3614,iECABU_c1320.ECABU_c44570,iECBD_1354.ECBD_4078,iECB_1328.ECB_03831,iECDH10B_1368.ECDH10B_4134,iECDH1ME8569_1439.ECDH1ME8569_3814,iECD_1391.ECD_03831,iECED1_1282.ECED1_4651,iECIAI1_1343.ECIAI1_4154,iECNA114_1301.ECNA114_4086,iECO103_1326.ECO103_4702,iECO111_1330.ECO111_4771,iECO26_1355.ECO26_5062,iECP_1309.ECP_4159,iECSE_1348.ECSE_4239,iECSF_1327.ECSF_3807,iECW_1372.ECW_m4302,iEKO11_1354.EKO11_4366,iETEC_1333.ETEC_4214,iEcDH1_1363.EcDH1_4040,iEcE24377_1341.EcE24377A_4485,iEcHS_1320.EcHS_A4180,iEcolC_1368.EcolC_4070,iJO1366.b3945,iJR904.b3945,iLF82_1304.LF82_0835,iNRG857_1313.NRG857_19715,iSDY_1059.SDY_3780,iUMNK88_1353.UMNK88_4784,iWFL_1372.ECW_m4302,iY75_1357.Y75_RS17325,ic_1306.c4904",Fe-ADH,b3945
Ecoli_C49023,Ecoli_C49023A0,316407.85674946,1.0100000000000001e-226,624.0,"COG3327@1|root,COG3327@2|Bacteria,1R4IF@1224|Proteobacteria,1RR7B@1236|Gammaproteobacteria",2|Bacteria,K,phenylacetic acid degradation operon negative regulatory protein,paaX,"GO:0000976,GO:0000984,GO:0001017,GO:0001067,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0005488,GO:0006082,GO:0006139,GO:0006351,GO:0006355,GO:0006725,GO:0006805,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009058,GO:0009059,GO:0009404,GO:0009407,GO:0009410,GO:0009636,GO:0009850,GO:0009852,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010124,GO:0010467,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0010817,GO:0016054,GO:0016070,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0019439,GO:0019748,GO:0019752,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0031333,GO:0032774,GO:0032787,GO:0034641,GO:0034645,GO:0034654,GO:0042178,GO:0042221,GO:0042445,GO:0042447,GO:0042537,GO:0043170,GO:0043254,GO:0043436,GO:0043565,GO:0044087,GO:0044212,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044260,GO:0044271,GO:0044281,GO:0044282,GO:0045892,GO:0045934,GO:0046395,GO:0046483,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0050896,GO:0051128,GO:0051129,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0051716,GO:0060255,GO:0065007,GO:0065008,GO:0070887,GO:0071466,GO:0071704,GO:0072329,GO:0080090,GO:0090304,GO:0097159,GO:0097659,GO:0098754,GO:1901360,GO:1901361,GO:1901362,GO:1901363,GO:1901575,GO:1901576,GO:1902679,GO:1903506,GO:1903507,GO:1990837,GO:2000112,GO:2000113,GO:2000142,GO:2000143,GO:2001141",-,ko:K02616,-,-,-,-,"ko00000,ko03000",-,-,-,"PaaX,PaaX_C",b1399
Ecoli_C11351,Ecoli_C11351A354,481805.EcolC_2289,0.0,954.0,"COG2978@1|root,COG2978@2|Bacteria,1MUJ1@1224|Proteobacteria,1RMAI@1236|Gammaproteobacteria",2|Bacteria,H,transporter,abgT,"GO:0003674,GO:0005215,GO:0005310,GO:0005342,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006820,GO:0006835,GO:0006857,GO:0008150,GO:0008509,GO:0008514,GO:0015075,GO:0015291,GO:0015318,GO:0015558,GO:0015711,GO:0015814,GO:0015833,GO:0015849,GO:0016020,GO:0022804,GO:0022857,GO:0034220,GO:0035442,GO:0035672,GO:0035673,GO:0042886,GO:0042887,GO:0042938,GO:0044464,GO:0046942,GO:0046943,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0071916,GO:0071944,GO:0072337,GO:0072349,GO:0098656,GO:1903825,GO:1904680,GO:1905039",-,ko:K12942,-,-,-,-,ko00000,-,-,-,ABG_transport,b1336
Ecoli_C16499,Ecoli_C16499A255,199310.c0053,4.49e-280,773.0,"COG0644@1|root,COG0644@2|Bacteria,1MVU6@1224|Proteobacteria,1RNY5@1236|Gammaproteobacteria,3XMZ6@561|Escherichia",2|Bacteria,C,Could be part of an electron transfer system required for anaerobic carnitine reduction,fixC,"GO:0006575,GO:0006577,GO:0006807,GO:0008150,GO:0008152,GO:0009437,GO:0009987,GO:0034641,GO:0044237,GO:0071704,GO:0097164,GO:1901564",-,ko:K00313,-,-,-,-,"ko00000,ko01000",-,-,-,"DAO,FAD_binding_2,FAD_binding_3,NAD_binding_8",b0043
Ecoli_C219313,Ecoli_C219313A24,198214.SF2556,2.37e-59,182.0,"COG1645@1|root,COG1645@2|Bacteria,1N9D9@1224|Proteobacteria,1SCH3@1236|Gammaproteobacteria",2|Bacteria,S,bacterial-type flagellum-dependent swarming motility,yfgJ,"GO:0001539,GO:0006928,GO:0008150,GO:0009987,GO:0040011,GO:0048870,GO:0051179,GO:0051674,GO:0071973,GO:0071978,GO:0097588",-,-,-,-,-,-,-,-,-,-,"CHB_HEX_C_1,TPR_19,zinc-ribbons_6,zinc_ribbon_2",b2510
Ecoli_C78299,Ecoli_C78299A27,316407.21238993,1.61e-127,365.0,"COG3539@1|root,COG3539@2|Bacteria,1RJYB@1224|Proteobacteria,1S7ET@1236|Gammaproteobacteria,3XR7D@561|Escherichia",2|Bacteria,NU,Part of the yadCKLM-htrE-yadVN fimbrial operon. Could contribute to adhesion to various surfaces in specific environmental niches,yadL,-,-,-,-,-,-,-,-,-,-,-,"FimH_man-bind,Fimbrial",b0137
